,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
99,2 pok. mieszkanie 33 mkw  Mistrzejowice,: Mistrzejowice,2.0,234 430 ,33.49,7000.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-33-mkw-mistrzejowice-ID3WXlV.html#d245b9f81f,2019-03-07 15:26:03.120374,"Krakow , : Mistrzejowice",Mistrzejowicka,Kraków Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-651, Polska",ulica,"(50.0969093, 20.0259479, 0.0)",50.0969093,20.0259479,0.0
105,Mieszkanie 3 pok. Prokocim  Bieżanów,: Bieżanów-Prokocim,3.0,480 000 ,63.0,7619.0,https://www.otodom.pl/oferta/mieszkanie-3-pok-prokocim-biezanow-ID3WXcM.html#d245b9f81f,2019-03-07 15:26:03.121377,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
110,3 Pokojowe   29 Listopada   Pod Inwestycję  Okazja,: Śródmieście,3.0,499 000 ,63.0,7921.0,https://www.otodom.pl/oferta/3-pokojowe-29-listopada-pod-inwestycje-okazja-ID3WVIo.html#d245b9f81f,2019-03-07 15:26:03.121377,"Krakow , : Śródmieście",Listopada,Kraków Listopada,"Aleja 29 Listopada, Rogatka Warszawska, Stare Miasto, Kraków, województwo małopolskie, 31-425, Polska",ulica,"(50.0815931, 19.9513118, 0.0)",50.0815931,19.9513118,0.0
111,2 Pokoje W Nowej Inwestycji Ul.Mogilska!,: Olsza,2.0,399 000 ,43.0,9279.0,https://www.otodom.pl/oferta/2-pokoje-w-nowej-inwestycji-ul-mogilska-ID3WVCY.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Olsza",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
112,2 Pokoje W Nowej Inwestycji Blisko Centrum,: Prądnik Biały,1.0,290 000 ,29.0,10000.0,https://www.otodom.pl/oferta/2-pokoje-w-nowej-inwestycji-blisko-centrum-ID3WVD2.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Prądnik Biały",Pokoju,Kraków Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0726746, 20.0168791, 0.0)",50.0726746,20.0168791,0.0
113,2 pokojowe mieszkanie Wrocławska  Kraków,: Krowodrza,2.0,515 000 ,49.0,10510.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-wroclawska-krakow-ID3WVCM.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Krowodrza",Wrocławska,Kraków Wrocławska,"Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",ulica,"(50.0815775, 19.9161234, 0.0)",50.0815775,19.9161234,0.0
114,4 pokoje na Dauna do remontu,: Wola Duchacka,4.0,440 000 ,79.0,5570.0,https://www.otodom.pl/oferta/4-pokoje-na-dauna-do-remontu-ID3WVCI.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Wola Duchacka",Dauna,Kraków Dauna,"Dauna, Osiedle Kozłówek, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.01928555, 19.9777740260409, 0.0)",50.01928555,19.9777740260409,0.0
115,3 pokojowe piękne mieszkanie Podgórze Duchackie,: Kurdwanów,3.0,340 000 ,62.0,5484.0,https://www.otodom.pl/oferta/3-pokojowe-piekne-mieszkanie-podgorze-duchackie-ID3WVCA.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Kurdwanów",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
116,3 pokojowe mieszkanie dla Ciebie Teligi  Bieżanów,: Bieżanów,3.0,349 000 ,51.2,6816.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-dla-ciebie-teligi-biezanow-ID3WVCE.html#d245b9f81f,2019-03-07 15:26:03.122380,"Krakow , : Bieżanów",Teligi,Kraków Teligi,"Teligi, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0165281, 20.00630625, 0.0)",50.0165281,20.00630625,0.0
132,2mieszkania na Kalwaryjskiej w cenie 1,: Stare Podgórze,3.0,640 000 ,75.35,8494.0,https://www.otodom.pl/oferta/2mieszkania-na-kalwaryjskiej-w-cenie-1-ID3WVvI.html#2586a7ec49,2019-03-07 15:26:04.045844,"Krakow , : Stare Podgórze",Kalwaryjska,Kraków Kalwaryjska,"Kalwaryjska, Podgórze, Kraków, województwo małopolskie, 30-509, Polska",ulica,"(50.0438264, 19.947108, 0.0)",50.0438264,19.947108,0.0
133,Mieszkanie 1 pok   gotowe! Bronowice,: Bronowice Małe,1.0,213 000 ,27.0,7889.0,https://www.otodom.pl/oferta/mieszkanie-1-pok-gotowe-bronowice-ID3WVuU.html#2586a7ec49,2019-03-07 15:26:04.045844,"Krakow , : Bronowice Małe",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-122, Polska",ulica,"(50.0775327, 19.9016366, 0.0)",50.0775327,19.9016366,0.0
0,w sąsiedztwie Rynku Głównego / 2 miejsca p ojowe,: Stare Miasto,4.0,777 000 ,87.2,8911.0,https://www.otodom.pl/oferta/w-sasiedztwie-rynku-glownego-2-miejsca-postojowe-ID3WKZS.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
2,Mieszkanie  57   Kraków,: Ruczaj,3.0,430 000 ,57.0,7544.0,https://www.otodom.pl/oferta/mieszkanie-57-m-krakow-ID3WVQo.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Ruczaj",,,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska", dzielnica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
3,Mieszkanie  48   Kraków,: Bronowice,2.0,399 500 ,48.0,8323.0,https://www.otodom.pl/oferta/mieszkanie-48-m-krakow-ID3WVQs.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
4,Mieszkanie  52   Kraków,: Krowodrza,3.0,388 000 ,52.0,7462.0,https://www.otodom.pl/oferta/mieszkanie-52-m-krakow-ID3WYTm.html#89e33f6554,2019-03-07 15:26:00.407141,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
5,Kawalerka Kraków Podgórze,: Podgórze,1.0,180 000 ,17.6,10227.0,https://www.otodom.pl/oferta/kawalerka-krakow-podgorze-ID3WXBV.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
6,2/3 pokoje WADOWICKA Aktualne,: Podgórze,3.0,399 000 ,45.0,8867.0,https://www.otodom.pl/oferta/2-3-pokoje-wadowicka-aktualne-ID3WWhi.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
8,4pok.w pobliżu terenów zielonych Prywatny Ogród!,: Czyżyny,4.0,446 300 ,75.0,5951.0,https://www.otodom.pl/oferta/4pok-w-poblizu-terenow-zielonych-prywatny-ogrod-ID3WZNy.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
9,3pok.z dwoma balkonami w zielonej okolicy Czyżyny!,: Czyżyny,3.0,378 752 ,59.18,6400.0,https://www.otodom.pl/oferta/3pok-z-dwoma-balkonami-w-zielonej-okolicy-czyzyny-ID3WZNq.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
10,3pok.najbardziej pożądany układ  Łąki Nowohuckie!,: Czyżyny,3.0,352 950 ,54.3,6500.0,https://www.otodom.pl/oferta/3pok-najbardziej-pozadany-uklad-laki-nowohuckie-ID3WZNm.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
11,5pok.duży salon+dwa balkony  atnie w tym metrażu,: Czyżyny,5.0,515 680 ,88.0,5860.0,https://www.otodom.pl/oferta/5pok-duzy-salon-dwa-balkony-ostatnie-w-tym-metrazu-ID3WZNe.html#89e33f6554,2019-03-07 15:26:00.408144,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
14,Okazja!,: Krowodrza,1.0,140 400 ,19.23,7301.0,https://www.otodom.pl/oferta/okazja-ID3WZC8.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
15,Okazja Inwestycyjna!,: Krowodrza,1.0,181 000 ,27.6,6558.0,https://www.otodom.pl/oferta/okazja-inwestycyjna-ID3WZC0.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
16,Mieszkanie  38 80   Kraków,: Krowodrza,2.0,342 000 ,38.8,8814.0,https://www.otodom.pl/oferta/mieszkanie-38-80-m-krakow-ID3WZC4.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
17,Mieszkanie Inwestycyjne   Grzegórzki  bez prowizji,: małopolskie,2.0,399 999 ,47.0,8511.0,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-grzegorzki-bez-prowizji-ID3WZBG.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : małopolskie",,,"Kraków, województwo małopolskie, Polska", dzielnica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
18,Penthouse Angel City 6 piętro na Starym Mieście,: Stare Miasto,2.0,871 900 ,59.0,14778.0,https://www.otodom.pl/oferta/penthouse-angel-city-6-pietro-na-starym-miescie-ID3WZBu.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
19,Przestronny apartament w Angel City w centrum!,: Stare Miasto,2.0,839 000 ,64.0,13109.0,https://www.otodom.pl/oferta/przestronny-apartament-w-angel-city-w-centrum-ID3WZBq.html#89e33f6554,2019-03-07 15:26:00.409147,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
20,Mieszkanie 3 pokojowe W Super Miejscu,: Podgórze,3.0,575 000 ,65.41,8791.0,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-w-super-miejscu-ID3WZA0.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
21,Olsza II   kawalerka z miejscem p ojowym,: Olsza,1.0,203 899 ,22.91,8900.0,https://www.otodom.pl/oferta/olsza-ii-kawalerka-z-miejscem-postojowym-ID3WZqU.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Olsza",,,"Olsza, Grzegórzki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0762114, 19.9650448561465, 0.0)",50.0762114,19.9650448561465,0.0
22,Mieszkanie 30 m2 1pokój Winda Nowa huta,: Nowa Huta,1.0,229 000 ,30.0,7633.0,https://www.otodom.pl/oferta/mieszkanie-30-m2-1pokoj-winda-nowa-huta-ID3WZoY.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
24,Mieszkanie  56   Kraków,: Kliny-Zacisze,3.0,398 000 ,56.0,7107.0,https://www.otodom.pl/oferta/mieszkanie-56-m-krakow-ID3WZo0.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
25,2 oddzielne pokoje ok 49m2 Dębniki kliny,: Kliny-Zacisze,2.0,324 000 ,49.0,6612.0,https://www.otodom.pl/oferta/2-oddzielne-pokoje-ok-49m2-debniki-kliny-ID3WZfK.html#89e33f6554,2019-03-07 15:26:00.410149,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
33,Bezpośrednio   2 pokoje Nowa Huta 37m2,: Nowa Huta,2.0,234 000 ,37.0,6324.0,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-nowa-huta-37m2-ID3WYov.html#3f7ebb237a,2019-03-07 15:26:01.294507,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
37,Kawalerka po remoncie (dzielnica Sw owice),: Swoszowice,1.0,167 000 ,20.3,8227.0,https://www.otodom.pl/oferta/kawalerka-po-remoncie-dzielnica-swoszowice-ID3WWcU.html#3f7ebb237a,2019-03-07 15:26:01.294507,"Krakow , : Swoszowice",,,"Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(49.98862725, 19.9541204506677, 0.0)",49.98862725,19.9541204506677,0.0
38,3 pokoje 59m2 nowe budownictwo Śródmieście,: Śródmieście,3.0,499 000 ,59.7,8358.0,https://www.otodom.pl/oferta/3-pokoje-59m2-nowe-budownictwo-srodmiescie-ID3WZ2U.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
39,3 pokoje 60m2 nowe budownictwo Śródmieście,: Śródmieście,3.0,515 000 ,60.61,8497.0,https://www.otodom.pl/oferta/3-pokoje-60m2-nowe-budownictwo-srodmiescie-ID3WZ2Q.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
40,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,399 000 ,40.04,9965.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2M.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
41,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,349 000 ,34.93,9991.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2I.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
42,2 pokoje inwestycyjnie Centrum,: Śródmieście,2.0,349 000 ,33.4,10449.0,https://www.otodom.pl/oferta/2-pokoje-inwestycyjnie-centrum-ID3WZ2E.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
43,2/3 pokoje w nowym budownictwie   Kliny,: Kliny-Zacisze,3.0,379 000 ,62.8,6035.0,https://www.otodom.pl/oferta/2-3-pokoje-w-nowym-budownictwie-kliny-ID3WZ2v.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
44,Mieszkanie  47   Kraków,: Prądnik Czerwony,3.0,320 500 ,47.0,6819.0,https://www.otodom.pl/oferta/mieszkanie-47-m-krakow-ID3WYX6.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Prądnik Czerwony",,,"Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0859345, 19.9665974032864, 0.0)",50.0859345,19.9665974032864,0.0
46,Gotowe mieszkanie w nowym bloku!,: Nowa Huta,1.0,215 000 ,29.19,7366.0,https://www.otodom.pl/oferta/gotowe-mieszkanie-w-nowym-bloku-ID3WYS0.html#3f7ebb237a,2019-03-07 15:26:01.295509,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
49,Mieszkanie 3 pok. na sprzedaż   65m2   Kurdwanów,: Kurdwanów,3.0,449 000 ,65.0,6908.0,https://www.otodom.pl/oferta/mieszkanie-3-pok-na-sprzedaz-65m2-kurdwanow-ID3WYCI.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Kurdwanów",,,"Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0082445, 19.9550913, 0.0)",50.0082445,19.9550913,0.0
50,dwupoziomowy szeregowiec Prądnik Biały,: Prądnik Biały,4.0,670 000 ,72.0,9306.0,https://www.otodom.pl/oferta/dwupoziomowy-szeregowiec-pradnik-bialy-ID3WYxa.html#3f7ebb237a,2019-03-07 15:26:01.296512,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
