,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
7703,4 pokojowe mieszkanie  Zielonki,": Prądnik Biały, Tonie",4.0,476 000 zł,92.0,5174.0,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-zielonki-ID41svy.html#948935011d,2019-07-11 08:27:30.973697,"Krakow , : Prądnik Biały, Tonie",Zielonki,Kraków Zielonki,"Kraków Batowice, Szmaragdowa, Dziekanowice, gmina Zielonki, powiat krakowski, województwo małopolskie, 31-670, Polska",ulica,"(50.1075321, 19.9954682, 0.0)",50.1075321,19.9954682,0.0
7724,Bronowicka  24m2   studio po remoncie  winda,: Bronowice,1.0,225 000 zł,24.0,9375.0,https://www.otodom.pl/oferta/bronowicka-24m2-studio-po-remoncie-winda-ID41so3.html#731d207af4,2019-07-11 08:27:32.147326,"Krakow , : Bronowice",Bronowicka,Kraków Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
7733,Okazja! Kawalerka 33m2 Wola Duchacka,": Podgórze Duchackie, Wola Duchacka",1.0,276 000 zł,33.0,8364.0,https://www.otodom.pl/oferta/okazja-kawalerka-33m2-wola-duchacka-ID41skL.html#731d207af4,2019-07-11 08:27:32.148830,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
7846,Wrocławska 2pok.,: Krowodrza,2.0,365 000 zł,38.27,9537.0,https://www.otodom.pl/oferta/wroclawska-2pok-ID41vd4.html#24f2434338,2019-07-15 14:38:29.840687,"Krakow , : Krowodrza",Wrocławska,Kraków Wrocławska,"Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-024, Polska",ulica,"(50.0782971, 19.9236467, 0.0)",50.0782971,19.9236467,0.0
7847,Kazimierz Grzegórzki Chodkiewicza,: małopolskie,1.0,360 000 zł,33.0,10909.0,https://www.otodom.pl/oferta/kazimierz-grzegorzki-chodkiewicza-ID41wTa.html#24f2434338,2019-07-15 14:38:29.840687,"Krakow , : małopolskie",Kazimierza,Kraków Kazimierza,"Kościół pw. Świętego Kazimierza Królewicza, 4, Reformacka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska",ulica,"(50.0648696, 19.936230887154693, 0.0)",50.0648696,19.936230887154693,0.0
7849,Piękne 3 pokojowe mieszkanie w Skawinie  Lipowa,: małopolskie,3.0,434 500 zł,55.0,7900.0,https://www.otodom.pl/oferta/piekne-3-pokojowe-mieszkanie-w-skawinie-ul-lipowa-ID41wG7.html#24f2434338,2019-07-15 14:38:29.840687,"Krakow , : małopolskie",Lipowa,Kraków Lipowa,"Lipowa, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-702, Polska",ulica,"(50.0473504, 19.9621266, 0.0)",50.0473504,19.9621266,0.0
7851,Dwupokojowe  Czerwony Prądnik   Nuszkiewicza,: Prądnik Czerwony,2.0,389 000 zł,52.5,7410.0,https://www.otodom.pl/oferta/dwupokojowe-czerwony-pradnik-ul-nuszkiewicza-ID41vM4.html#24f2434338,2019-07-15 14:38:29.840687,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
7853,Nowoczesne mieszkanie   36m2  al. 29 Listopada,: Prądnik Czerwony,3.0,309 000 zł,36.0,8583.0,https://www.otodom.pl/oferta/nowoczesne-mieszkanie-36m2-al-29-listopada-ID41vLe.html#24f2434338,2019-07-15 14:38:29.841689,"Krakow , : Prądnik Czerwony",Listopada,Kraków Listopada,"Dekanat Kraków-Centrum, Aleja 29 Listopada, Warszawskie, Stare Miasto, Kraków, województwo małopolskie, 31-401, Polska",ulica,"(50.0660091, 19.936558555188547, 0.0)",50.0660091,19.936558555188547,0.0
7856,Kawalerka 30 25 m²  Nowa Huta  Zalew Nowohucki,: Nowa Huta,1.0,202 500 zł,30.25,6694.0,https://www.otodom.pl/oferta/kawalerka-30-25-m-nowa-huta-zalew-nowohucki-ID41vIM.html#24f2434338,2019-07-15 14:38:29.841689,"Krakow , : Nowa Huta",Nowohucka,Kraków Nowohucka,"Nowohucka, Czyżyny, Kraków, województwo małopolskie, 31-573, Polska",ulica,"(50.0553121, 19.9978393, 0.0)",50.0553121,19.9978393,0.0
7857,Kawalerka 25 04 m²  Nowa Huta  Zalew Nowohucki,: Nowa Huta,1.0,169 000 zł,25.04,6749.0,https://www.otodom.pl/oferta/kawalerka-25-04-m-nowa-huta-zalew-nowohucki-ID41vIK.html#24f2434338,2019-07-15 14:38:29.841689,"Krakow , : Nowa Huta",Nowohucka,Kraków Nowohucka,"Nowohucka, Czyżyny, Kraków, województwo małopolskie, 31-573, Polska",ulica,"(50.0553121, 19.9978393, 0.0)",50.0553121,19.9978393,0.0
7862,Bronowice   2 pokoje + jasna kuchnia   Rydla,": Bronowice, Bronowice Małe",2.0,324 500 zł,44.39,7310.0,https://www.otodom.pl/oferta/bronowice-2-pokoje-jasna-kuchnia-rydla-ID41vIs.html#24f2434338,2019-07-15 14:38:29.842693,"Krakow , : Bronowice, Bronowice Małe",Rydla,Kraków Rydla,"ROD im. Lucjana Rydla, Prądnik Biały, Kraków, województwo małopolskie, Polska",ulica,"(50.08528555, 19.892414925840068, 0.0)",50.08528555,19.892414925840068,0.0
7865,Wola Duchacka! 1 Pokój  Oddzielna Kuchnia  Piwnica,": Podgórze Duchackie, Wola Duchacka",1.0,275 000 zł,36.0,7639.0,https://www.otodom.pl/oferta/wola-duchacka-1-pokoj-oddzielna-kuchnia-piwnica-ID41vHe.html#24f2434338,2019-07-15 14:38:29.842693,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
7870,Studio na Masarskiej / Studio for sale in Krakow,: Stare Miasto,1.0,407 000 zł,24.0,16958.0,https://www.otodom.pl/oferta/studio-na-masarskiej-studio-for-sale-in-krakow-ID41vEb.html#24f2434338,2019-07-15 14:38:29.843695,"Krakow , : Stare Miasto",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
7873,2 pokoje z Garażem   zielona część Krakowa Gotowe,: Bieżanów-Prokocim,1.0,297 300 zł,46.0,6463.0,https://www.otodom.pl/oferta/2-pokoje-z-garazem-zielona-czesc-krakowa-gotowe-ID41vDr.html#24f2434338,2019-07-15 14:38:29.843695,"Krakow , : Bieżanów-Prokocim",Dzielna,Kraków Dzielna,"Dzielna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",ulica,"(50.0985888, 19.8879762, 0.0)",50.0985888,19.8879762,0.0
7875,Podwawelskie  Kapelanka  3 pokoje z kuchnią  49m2,": Dębniki, Ludwinów",3.0,429 000 zł,49.0,8755.0,https://www.otodom.pl/oferta/podwawelskie-kapelanka-3-pokoje-z-kuchnia-49m2-ID41uVW.html#b7c17405d5,2019-07-15 14:38:31.003795,"Krakow , : Dębniki, Ludwinów",Kapelanka,Kraków Kapelanka,"Kapelanka, Osiedle Podwawelskie, Dębniki, Kraków, województwo małopolskie, 30-346, Polska",ulica,"(50.0434871, 19.9227043, 0.0)",50.0434871,19.9227043,0.0
7884,Licytacja mieszkania * 61 48 m2 * Petofiego,: małopolskie,3.0,243 900 zł,61.48,3967.0,https://www.otodom.pl/oferta/licytacja-mieszkania-61-48-m2-petofiego-ID41vxy.html#b7c17405d5,2019-07-15 14:38:31.005796,"Krakow , : małopolskie",Petőfiego,Kraków Petőfiego,"Sándora Petőfiego, Grębałów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-706, Polska",ulica,"(50.0993407, 20.052455, 0.0)",50.0993407,20.052455,0.0
7885,2 pokoje 47m   Wielicka,: Podgórze,2.0,460 000 zł,47.0,9787.0,https://www.otodom.pl/oferta/2-pokoje-47m-ul-wielicka-ID41vvJ.html#b7c17405d5,2019-07-15 14:38:31.005796,"Krakow , : Podgórze",Wielicka,Kraków Wielicka,"Wielicka, Rżąka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-809, Polska",ulica,"(50.0139687, 19.9995809, 0.0)",50.0139687,19.9995809,0.0
7886,Na sprzedaż apartament / aleja Kijowska / 76 m^,: Krowodrza,3.0,679 000 zł,76.0,8934.0,https://www.otodom.pl/oferta/na-sprzedaz-apartament-aleja-kijowska-76-m-ID41vve.html#b7c17405d5,2019-07-15 14:38:31.006297,"Krakow , : Krowodrza",Kijowska,Kraków Kijowska,"Aleja Kijowska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska",ulica,"(50.0729803, 19.9155593, 0.0)",50.0729803,19.9155593,0.0
7887,Bronowice Wierzyńskiego 3 4 pokoje  komórka  garaż,": Bronowice, Mydlniki",3.0,469 000 zł,68.0,6897.0,https://www.otodom.pl/oferta/bronowice-wierzynskiego-3-4-pokoje-komorka-garaz-ID41vss.html#b7c17405d5,2019-07-15 14:38:31.006297,"Krakow , : Bronowice, Mydlniki",Wierzyńskiego,Kraków Wierzyńskiego,"Kazimierza Wierzyńskiego, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",ulica,"(50.0846159, 19.8486127, 0.0)",50.0846159,19.8486127,0.0
7888,3 pokoje do wejścia z garażem Malwowa,: Podgórze Duchackie,3.0,480 000 zł,55.5,8649.0,https://www.otodom.pl/oferta/3-pokoje-do-wejscia-z-garazem-malwowa-ID41vsq.html#b7c17405d5,2019-07-15 14:38:31.006799,"Krakow , : Podgórze Duchackie",Malwowa,Kraków Malwowa,"Malwowa, Wola Duchacka Zachód, Podgórze Duchackie, Kraków, województwo małopolskie, 30-609, Polska",ulica,"(50.0165004, 19.9482471, 0.0)",50.0165004,19.9482471,0.0
7889,Pokój z kuchnią oraz balkonem   Wielicka,: Podgórze,1.0,299 900 zł,34.0,8821.0,https://www.otodom.pl/oferta/pokoj-z-kuchnia-oraz-balkonem-wielicka-ID41vsp.html#b7c17405d5,2019-07-15 14:38:31.006799,"Krakow , : Podgórze",Wielicka,Kraków Wielicka,"Wielicka, Rżąka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-809, Polska",ulica,"(50.0139687, 19.9995809, 0.0)",50.0139687,19.9995809,0.0
7891,Nowa Huta   Urocze,: Nowa Huta,2.0,389 000 zł,49.06,7929.0,https://www.otodom.pl/oferta/nowa-huta-os-urocze-ID41vrX.html#b7c17405d5,2019-07-15 14:38:31.007302,"Krakow , : Nowa Huta",Urocze,Kraków Urocze,"Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0775, 20.0366667, 0.0)",50.0775,20.0366667,0.0
7892,Wola Duchacka  Wł a  3 pokoje,": Podgórze Duchackie, Wola Duchacka",3.0,359 000 zł,56.02,6408.0,https://www.otodom.pl/oferta/wola-duchacka-ul-wloska-3-pokoje-ID41vrV.html#b7c17405d5,2019-07-15 14:38:31.007302,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
7896,Apartament w ot nie Lasu Wolskiego,": Zwierzyniec, Wola Justowska",3.0,472 500 zł,63.0,7500.0,https://www.otodom.pl/oferta/apartament-w-otulinie-lasu-wolskiego-ID41vp0.html#b7c17405d5,2019-07-15 14:38:31.007801,"Krakow , : Zwierzyniec, Wola Justowska",Solskiego,Kraków Solskiego,"Ludwika Solskiego, Osiedle Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-200, Polska",ulica,"(50.08509, 19.945825, 0.0)",50.08509,19.945825,0.0
7902,23m2  1 pokój   al. Kijowska   udział w kamienicy,": Krowodrza, Łobzów",1.0,168 000 zł,23.0,7304.0,https://www.otodom.pl/oferta/23m2-1-pokoj-al-kijowska-udzial-w-kamienicy-ID41vmv.html#b7c17405d5,2019-07-15 14:38:31.009306,"Krakow , : Krowodrza, Łobzów",Kijowska,Kraków Kijowska,"Aleja Kijowska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska",ulica,"(50.0729803, 19.9155593, 0.0)",50.0729803,19.9155593,0.0
7907,NOWE  edle na przedmieściach Krakowa / BIBICE,: małopolskie,5.0,379 000 zł,100.0,3790.0,https://www.otodom.pl/oferta/nowe-osiedle-na-przedmiesciach-krakowa-bibice-ID41wNq.html#461619a5cf,2019-07-15 14:38:31.938817,"Krakow , : małopolskie",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
7913,Mieszkanie   Łokietka  spokojna dzielnica,: Prądnik Biały,3.0,416 000 zł,64.0,6500.0,https://www.otodom.pl/oferta/mieszkanie-ul-lokietka-spokojna-dzielnica-ID41vfe.html#461619a5cf,2019-07-15 14:38:31.939318,"Krakow , : Prądnik Biały",Spokojna,Kraków Spokojna,"Spokojna, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-054, Polska",ulica,"(50.0690013, 19.9173355, 0.0)",50.0690013,19.9173355,0.0
7914,Mieszkanie 39m2  stan idealny  Prądnik Czerwony,: Prądnik Czerwony,2.0,360 000 zł,39.0,9231.0,https://www.otodom.pl/oferta/mieszkanie-39m2-stan-idealny-pradnik-czerwony-ID41vf2.html#461619a5cf,2019-07-15 14:38:31.939819,"Krakow , : Prądnik Czerwony",Czerwona,Kraków Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
7915,Mieszkanie 2 pok  50 17 m2     Meiera Kraków,: małopolskie,2.0,385 000 zł,50.17,7674.0,https://www.otodom.pl/oferta/mieszkanie-2-pok-50-17-m2-ul-meiera-krakow-ID41vdV.html#461619a5cf,2019-07-15 14:38:31.939819,"Krakow , : małopolskie",Meiera,Kraków Meiera,"Księdza Józefa Meiera, Osiedle Gotyk, Prądnik Biały, Kraków, województwo małopolskie, 31-236, Polska",ulica,"(50.0992437, 19.9658128, 0.0)",50.0992437,19.9658128,0.0
7918,Apartament dla dużej rodziny gotowy do odbioru,: Bronowice,4.0,658 000 zł,70.0,9400.0,https://www.otodom.pl/oferta/apartament-dla-duzej-rodziny-gotowy-do-odbioru-ID41vcT.html#461619a5cf,2019-07-15 14:38:31.939819,"Krakow , : Bronowice",Rodziny,Kraków Rodziny,"Katolickie Szkoły im.Świętej Rodziny z Nazaretu, Pędzichów, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-152, Polska",ulica,"(50.06999585, 19.94018479506805, 0.0)",50.06999585,19.94018479506805,0.0
7924,Wola Duchacka Po Remoncie 3 pokoje z balkonem,": Podgórze Duchackie, Wola Duchacka",3.0,435 000 zł,57.11,7617.0,https://www.otodom.pl/oferta/wola-duchacka-po-remoncie-3-pokoje-z-balkonem-ID41v2Y.html#461619a5cf,2019-07-15 14:38:31.940819,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
7928,Ul. Wrocławska 55 m2 na 7 piętrze. Widok na zieleń,: Krowodrza,3.0,467 200 zł,55.0,8495.0,https://www.otodom.pl/oferta/ul-wroclawska-55-m2-na-7-pietrze-widok-na-zielen-ID41v0a.html#461619a5cf,2019-07-15 14:38:31.941323,"Krakow , : Krowodrza",Wrocławska,Kraków Wrocławska,"Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-024, Polska",ulica,"(50.0782971, 19.9236467, 0.0)",50.0782971,19.9236467,0.0
7933,Kraków Zwierzyniec  Józefa Piłsudskiego,: Zwierzyniec,3.0,2 190 000 zł,108.0,20278.0,https://www.otodom.pl/oferta/krakow-zwierzyniec-jozefa-pilsudskiego-ID41wTw.html#461619a5cf,2019-07-15 14:38:31.941793,"Krakow , : Zwierzyniec",Zwierzyniecki,Kraków Zwierzyniecki,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-062, Polska",ulica,"(50.06043135, 19.923620120041726, 0.0)",50.06043135,19.923620120041726,0.0
7938,Mistrzejowice 74m do wejścia! pod inwestycję,": Mistrzejowice, Mistrzejowice Nowe",4.0,481 000 zł,74.0,6500.0,https://www.otodom.pl/oferta/mistrzejowice-74m-do-wejscia-pod-inwestycje-ID41wID.html#948935011d,2019-07-15 14:38:32.783065,"Krakow , : Mistrzejowice, Mistrzejowice Nowe",Mistrzejowicka,Kraków Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska",ulica,"(50.094553, 20.0276976, 0.0)",50.094553,20.0276976,0.0
7952,Nowe mieszkanie na Prokocimiu bez Pcc,: Bieżanów-Prokocim,2.0,229 000 zł,28.0,8179.0,https://www.otodom.pl/oferta/nowe-mieszkanie-na-prokocimiu-bez-pcc-ID41wDg.html#948935011d,2019-07-15 14:38:32.784575,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
7953,1 pokojowe mieszkanie  Bieżanów  Prokocim,: Bieżanów-Prokocim,1.0,260 000 zł,25.4,10236.0,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-biezanow-prokocim-ID41wDe.html#948935011d,2019-07-15 14:38:32.784575,"Krakow , : Bieżanów-Prokocim",Prokocimia,Kraków Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
7962,Urocze  gotowe mieszkanie z widokiem na lasek,: małopolskie,1.0,293 000 zł,28.93,10128.0,https://www.otodom.pl/oferta/urocze-gotowe-mieszkanie-z-widokiem-na-lasek-ID41wyI.html#948935011d,2019-07-15 14:38:32.785541,"Krakow , : małopolskie",Urocze,Kraków Urocze,"Osiedle Urocze, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0775, 20.0366667, 0.0)",50.0775,20.0366667,0.0
7969,Dom W Zabudowie Szeregowej Niepołomice Gotowy,: Nowa Huta,3.0,370 000 zł,69.0,5362.0,https://www.otodom.pl/oferta/dom-w-zabudowie-szeregowej-niepolomice-gotowy-ID41w8o.html#731d207af4,2019-07-15 14:38:33.738083,"Krakow , : Nowa Huta",budowie,Kraków budowie,"Cmentarz komunalny w budowie, Dębniki, Kraków, województwo małopolskie, Polska",ulica,"(50.0000448, 19.842410046602595, 0.0)",50.0000448,19.842410046602595,0.0
7971,Zwierzyniecka   lokal w oficynie   parter,: Stare Miasto,2.0,365 000 zł,36.5,10000.0,https://www.otodom.pl/oferta/zwierzyniecka-lokal-w-oficynie-parter-ID41wyk.html#731d207af4,2019-07-15 14:38:33.738083,"Krakow , : Stare Miasto",Zwierzyniecki,Kraków Zwierzyniecki,"Muzeum Narodowe w Krakowie, 1, Aleja 3 Maja, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-062, Polska",ulica,"(50.06043135, 19.923620120041726, 0.0)",50.06043135,19.923620120041726,0.0
7972,Mieszkanie Litewska   inwestycja,: Krowodrza,2.0,375 000 zł,33.0,11364.0,https://www.otodom.pl/oferta/mieszkanie-litewska-inwestycja-ID41wy8.html#731d207af4,2019-07-15 14:38:33.738083,"Krakow , : Krowodrza",Litewska,Kraków Litewska,"Litewska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-022, Polska",ulica,"(50.0776671, 19.9225148, 0.0)",50.0776671,19.9225148,0.0
7982,Ruczaj. Dwupokojowe  gotowe do wprowadzenia się.,": Dębniki, Ruczaj",2.0,448 000 zł,41.0,10927.0,https://www.otodom.pl/oferta/ruczaj-dwupokojowe-gotowe-do-wprowadzenia-sie-ID41wrL.html#731d207af4,2019-07-15 14:38:33.739586,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
7988,Eng| Gertrudy 10  19m2 Bez Prowizji Od Kupującego!,: Dębniki,1.0,325 000 zł,19.15,16971.0,https://www.otodom.pl/oferta/eng-gertrudy-10-19m2-bez-prowizji-od-kupujacego-ID41wq3.html#731d207af4,2019-07-15 14:38:33.740088,"Krakow , : Dębniki",Gertrudy,Kraków Gertrudy,"Świętej Gertrudy, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-046, Polska",ulica,"(50.0594355, 19.9419231, 0.0)",50.0594355,19.9419231,0.0
7989,Eng| Gertrudy 10  18m2 Bez Prowizji Od Kupującego!,: Dębniki,1.0,325 000 zł,18.59,17483.0,https://www.otodom.pl/oferta/eng-gertrudy-10-18m2-bez-prowizji-od-kupujacego-ID41wq2.html#731d207af4,2019-07-15 14:38:33.740088,"Krakow , : Dębniki",Gertrudy,Kraków Gertrudy,"Świętej Gertrudy, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-046, Polska",ulica,"(50.0594355, 19.9419231, 0.0)",50.0594355,19.9419231,0.0
7990,Kawalerka 36m2 Bronowice  Radzikowskiego,: Bronowice,1.0,330 000 zł,36.0,9167.0,https://www.otodom.pl/oferta/kawalerka-36m2-bronowice-ul-radzikowskiego-ID41wpC.html#731d207af4,2019-07-15 14:38:33.740088,"Krakow , : Bronowice",Idzikowskiego,Kraków Idzikowskiego,"Ludwika Idzikowskiego, Rakowice, Grzegórzki, Kraków, województwo małopolskie, 31-519, Polska",ulica,"(50.0768625, 19.9600088, 0.0)",50.0768625,19.9600088,0.0
7999,2 pokoje z balkonem  Osiedle Telimeny,": Bieżanów-Prokocim, Bieżanów",2.0,275 000 zł,36.84,7465.0,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-osiedle-telimeny-ID41whV.html#acddc40820,2019-07-15 14:38:34.718695,"Krakow , : Bieżanów-Prokocim, Bieżanów",Osiedle,Kraków Osiedle,"Osiedle, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-587, Polska",ulica,"(50.0572333, 20.0151003, 0.0)",50.0572333,20.0151003,0.0
8000,Mieszkanie Wola Duchacka   Gromady Grudziąż,": Podgórze Duchackie, Wola Duchacka",2.0,339 000 zł,47.53,7132.0,https://www.otodom.pl/oferta/mieszkanie-wola-duchacka-ul-gromady-grudziaz-ID41w9O.html#acddc40820,2019-07-15 14:38:34.718695,"Krakow , : Podgórze Duchackie, Wola Duchacka",Duchacka,Kraków Duchacka,"Duchacka, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-426, Polska",ulica,"(50.0842566, 19.9535619, 0.0)",50.0842566,19.9535619,0.0
8016,3 pokojowy apartament na Ruczaju,": Dębniki, Ruczaj",3.0,497 000 zł,57.0,8719.0,https://www.otodom.pl/oferta/3-pokojowy-apartament-na-ruczaju-ID41wl6.html#acddc40820,2019-07-15 14:38:34.743261,"Krakow , : Dębniki, Ruczaj",Ruczaj,Kraków Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-410, Polska",ulica,"(50.0250823, 19.9239263, 0.0)",50.0250823,19.9239263,0.0
8019,Wola Justowska   Morelowa apartament z ogródkiem,": Zwierzyniec, Wola Justowska",4.0,1 380 000 zł,106.0,13019.0,https://www.otodom.pl/oferta/wola-justowska-morelowa-apartament-z-ogrodkiem-ID41wkl.html#acddc40820,2019-07-15 14:38:34.745266,"Krakow , : Zwierzyniec, Wola Justowska",Justowska,Kraków Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
8022,Kraków – Nowa Huta –  Teatralne – 37 m2,: Nowa Huta,2.0,239 000 zł,37.0,6459.0,https://www.otodom.pl/oferta/krakow-nowa-huta-os-teatralne-37-m2-ID41wjM.html#acddc40820,2019-07-15 14:38:34.746269,"Krakow , : Nowa Huta",Teatralne,Kraków Teatralne,"Osiedle Teatralne, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0797342, 20.0327324, 0.0)",50.0797342,20.0327324,0.0
8031,Piękne mieszkanie  Radzikowskiego,: Krowodrza,1.0,279 000 zł,31.0,9000.0,https://www.otodom.pl/oferta/piekne-mieszkanie-radzikowskiego-ID41uZ9.html#0152a09993,2019-07-15 14:38:35.681280,"Krakow , : Krowodrza",Idzikowskiego,Kraków Idzikowskiego,"Ludwika Idzikowskiego, Rakowice, Grzegórzki, Kraków, województwo małopolskie, 31-519, Polska",ulica,"(50.0768625, 19.9600088, 0.0)",50.0768625,19.9600088,0.0
8036,3 pokoje w malowniczej okolicy    Do Wilgi,": Łagiewniki-Borek Fałęcki, Łagiewniki",3.0,470 000 zł,51.0,9216.0,https://www.otodom.pl/oferta/3-pokoje-w-malowniczej-okolicy-ul-do-wilgi-ID41whQ.html#0152a09993,2019-07-15 14:38:35.681781,"Krakow , : Łagiewniki-Borek Fałęcki, Łagiewniki",Wilgi,Kraków Wilgi,"Nowe koryto ""Wilgi"", Kraków, województwo małopolskie, 30-420, Polska",ulica,"(50.0211952, 19.9326239, 0.0)",50.0211952,19.9326239,0.0
8038,Rakowicka   2 pokoje  idealne pod najem!,: Grzegórzki,2.0,601 650 zł,40.11,15000.0,https://www.otodom.pl/oferta/rakowicka-2-pokoje-idealne-pod-najem-ID41wgU.html#0152a09993,2019-07-15 14:38:35.681781,"Krakow , : Grzegórzki",Rakowicka,Kraków Rakowicka,"Rakowicka, Warszawskie, Grzegórzki, Kraków, województwo małopolskie, 31-520, Polska",ulica,"(50.0751438, 19.9577519, 0.0)",50.0751438,19.9577519,0.0
8053,Stylowy apartament w centrum Krakowa,: Stare Miasto,1.0,605 230 zł,41.74,14500.0,https://www.otodom.pl/oferta/stylowy-apartament-w-centrum-krakowa-ID41w7q.html#0152a09993,2019-07-15 14:38:35.683788,"Krakow , : Stare Miasto",Krakowa,Kraków Krakowa,"Muzeum Historyczne Miasta Krakowa Ulica Pomorska, 2, Pomorska, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-039, Polska",ulica,"(50.0707757, 19.9248071, 0.0)",50.0707757,19.9248071,0.0
