,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,ulica,lokator_ulica_dzielnica,geo_location,rodzaj,point,latitude,longitude,altitude
188,2 Pokoje! Okazja! Inwestycyjnie!,: Czyżyny,2.0,230 000 ,35.5,6479.0,https://www.otodom.pl/oferta/2-pokoje-okazja-inwestycyjnie-ID3WWEM.html#0c43dd2d44,2019-03-07 15:26:05.951924,Pokoju,"Kraków, : Czyżyny, Pokoju","Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-580, Polska",dzielnica_ulica,"(50.067152, 20.0036961, 0.0)",50.067152,20.0036961,0.0
194,3 pokojowe na Krakowskim Kazimierzu,: Kazimierz,3.0,990 000 ,78.78,12567.0,https://www.otodom.pl/oferta/3-pokojowe-na-krakowskim-kazimierzu-ID3WWmg.html#0c43dd2d44,2019-03-07 15:26:05.952927,Krakowskich,"Kraków, : Kazimierz, Krakowskich","Kwatera powstańców krakowskich z 1846 roku, Aleja Powstańców Śląskich, Podgórze, Kraków, województwo małopolskie, 30-546, Polska",dzielnica_ulica,"(50.042218, 19.959666, 0.0)",50.042218,19.959666,0.0
195,3 pokojowe o fajnym układzie    Komuny Paryskiej,: Kliny-Zacisze,3.0,480 000 ,60.43,7943.0,https://www.otodom.pl/oferta/3-pokojowe-o-fajnym-ukladzie-ul-komuny-paryskiej-ID3WWlV.html#0c43dd2d44,2019-03-07 15:26:05.952927,Paryskiej,"Kraków, : Kliny-Zacisze, Paryskiej","Komuny Paryskiej, Kobierzyn, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",dzielnica_ulica,"(49.9989124, 19.8947491, 0.0)",49.9989124,19.8947491,0.0
205,Krowodrza   kawalerka   w pięknej kamienicy,: Krowodrza,1.0,289 000 ,22.16,13042.0,https://www.otodom.pl/oferta/krowodrza-kawalerka-w-pieknej-kamienicy-ID3T6KU.html#4b28cb7416,2019-03-07 15:26:07.035813,Krowoderska,"Kraków, : Krowodrza, Krowoderska","Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",dzielnica_ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
206,Ekskluzywne mieszkanie przy Aleji Kijowskiej 59m2,: Krowodrza,3.0,580 000 ,58.8,9864.0,https://www.otodom.pl/oferta/ekskluzywne-mieszkanie-przy-aleji-kijowskiej-59m2-ID3W6zm.html#4b28cb7416,2019-03-07 15:26:07.035813,Kijowska,"Kraków, : Krowodrza, Kijowska","Aleja Kijowska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska",dzielnica_ulica,"(50.0729803, 19.9155593, 0.0)",50.0729803,19.9155593,0.0
207,2 pokoje z Tarasem na Zabłociu,: Zabłocie,2.0,439 000 ,42.0,10452.0,https://www.otodom.pl/oferta/2-pokoje-z-tarasem-na-zablociu-ID3UtjO.html#4b28cb7416,2019-03-07 15:26:07.035813,,"Kraków, : Zabłocie, ","Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-705, Polska",dzielnica_ulica,"(50.0510909, 19.9735024, 0.0)",50.0510909,19.9735024,0.0
208,Apartamenty Dworska  Gotowe mieszkanie! Promocja!,: małopolskie,3.0,515 510 ,65.6,7858.0,https://www.otodom.pl/oferta/apartamenty-dworska-gotowe-mieszkanie-promocja-ID3B82A.html#4b28cb7416,2019-03-07 15:26:07.035813,Dworna,"Kraków, : małopolskie, Dworna","Dworna, Bielany, Zwierzyniec, Kraków, województwo małopolskie, 30-244, Polska",dzielnica_ulica,"(50.0428647, 19.822698, 0.0)",50.0428647,19.822698,0.0
222,Mieszkanie 28.6 m2  Cichy Kącik  AGH  Błonia,: Cichy Kącik,1.0,275 000 ,28.6,9615.0,https://www.otodom.pl/oferta/mieszkanie-28-6-m2-cichy-kacik-agh-blonia-ID3QWqk.html#4b28cb7416,2019-03-07 15:26:07.037819,Cicha,"Kraków, : Cichy Kącik, Cicha","Cicha, Bronowice, Kraków, województwo małopolskie, 30-129, Polska",dzielnica_ulica,"(50.0741518, 19.899188, 0.0)",50.0741518,19.899188,0.0
228,Nowoczesny apartament na Kochanowskiego,: Stare Miasto,4.0,850 000 ,96.18,8838.0,https://www.otodom.pl/oferta/nowoczesny-apartament-na-kochanowskiego-ID3UAaA.html#4b28cb7416,2019-03-07 15:26:07.038821,Krzyżanowskiego,"Kraków, : Stare Miasto, Krzyżanowskiego","Adama Krzyżanowskiego, Łysa Góra, Swoszowice, Kraków, województwo małopolskie, 30-434, Polska",dzielnica_ulica,"(49.9851525, 19.9352456, 0.0)",49.9851525,19.9352456,0.0
232,Trzypokojowe z 2 balkonami   Bronowice.,: Bronowice,2.0,478 000 ,54.88,8710.0,https://www.otodom.pl/oferta/trzypokojowe-z-2-balkonami-bronowice-ID3UT5u.html#4b28cb7416,2019-03-07 15:26:07.039824,Bronowicka,"Kraków, : Bronowice, Bronowicka","Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",dzielnica_ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
233,GOTOWE 4 pok mieszkanie z ogrodem. SUPER CENA !,: małopolskie,4.0,369 000 ,80.0,4613.0,https://www.otodom.pl/oferta/gotowe-4-pok-mieszkanie-z-ogrodem-super-cena-ID3WdR2.html#4b28cb7416,2019-03-07 15:26:08.098647,Ogrodem,"Kraków, : małopolskie, Ogrodem","Za Ogrodem, Wadów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-990, Polska",dzielnica_ulica,"(50.0986422, 20.1175645, 0.0)",50.0986422,20.1175645,0.0
244,Starowiślna  studio  pod najem krótkoterminowy,: Stare Miasto,1.0,408 000 ,28.42,14356.0,https://www.otodom.pl/oferta/starowislna-studio-pod-najem-krotkoterminowy-ID3V3aA.html#89e33f6554,2019-03-08 11:46:14.298839,Starowiślna,"Kraków, : Stare Miasto, Starowiślna","Starowiślna, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-038, Polska",dzielnica_ulica,"(50.0560672, 19.9457877, 0.0)",50.0560672,19.9457877,0.0
248,2 Pokoje  Dąbie Super Komunikacja!,: Grzegórzki,2.0,386 000 ,38.61,9997.0,https://www.otodom.pl/oferta/2-pokoje-dabie-super-komunikacja-ID3V36o.html#89e33f6554,2019-03-08 11:46:14.298839,Pokoju,"Kraków, : Grzegórzki, Pokoju","Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-564, Polska",dzielnica_ulica,"(50.0620982, 19.9822147, 0.0)",50.0620982,19.9822147,0.0
252,Kawalerka 25 m2 Osiedle Strusia,: Bieńczyce,2.0,229 000 ,25.0,9160.0,https://www.otodom.pl/oferta/kawalerka-25-m2-osiedle-strusia-ID3V32o.html#89e33f6554,2019-03-08 11:46:14.298839,Osiedle,"Kraków, : Bieńczyce, Osiedle","Bieńczyce, Kraków, województwo małopolskie, 31-831, Polska",dzielnica_ulica,"(50.0866667, 20.0319444, 0.0)",50.0866667,20.0319444,0.0
256,Okazja!3 pokoje  R. Matecznego  Bez PCC i prowizji,: Podgórze,3.0,359 000 ,45.0,7978.0,https://www.otodom.pl/oferta/okazja-3-pokoje-r-matecznego-bez-pcc-i-prowizji-ID3V316.html#89e33f6554,2019-03-08 11:46:14.298839,Matecznego,"Kraków, : Podgórze, Matecznego","Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska",dzielnica_ulica,"(50.0367797, 19.9405272, 0.0)",50.0367797,19.9405272,0.0
257,Mieszkanie Bieżanów,: Bieżanów,1.0,234 000 ,36.0,6500.0,https://www.otodom.pl/oferta/mieszkanie-biezanow-ID3V2ZG.html#89e33f6554,2019-03-08 11:46:14.298839,,"Kraków, : Bieżanów, ","Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0160061, 20.0372002, 0.0)",50.0160061,20.0372002,0.0
260,3 pokoje Kraków Mistrzejowice,: Mistrzejowice,3.0,439 000 ,56.4,7784.0,https://www.otodom.pl/oferta/3-pokoje-krakow-mistrzejowice-ID3V2hq.html#89e33f6554,2019-03-08 11:46:14.298839,Mistrzejowicka,"Kraków, : Mistrzejowice, Mistrzejowicka","Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska",dzielnica_ulica,"(50.094553, 20.0276976, 0.0)",50.094553,20.0276976,0.0
264,3 pok.|  Poznańska/ Krowodrza | Wysoki standard,: Krowodrza,3.0,620 000 ,56.0,11071.0,https://www.otodom.pl/oferta/3-pok-ul-poznanska-krowodrza-wysoki-standard-ID3V02Y.html#3f7ebb237a,2019-03-08 11:46:15.196273,Poznańska,"Kraków, : Krowodrza, Poznańska","Poznańska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-011, Polska",dzielnica_ulica,"(50.0778637, 19.9248844, 0.0)",50.0778637,19.9248844,0.0
266,2 Pokojowe Mieszkanie Ul. Pilotów / Olsza,: Prądnik Czerwony,2.0,315 000 ,32.19,9786.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-ul-pilotow-olsza-ID3V2fa.html#3f7ebb237a,2019-03-08 11:46:15.196273,Pilotów,"Kraków, : Prądnik Czerwony, Pilotów","Pilotów, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-465, Polska",dzielnica_ulica,"(50.0810336, 19.973773, 0.0)",50.0810336,19.973773,0.0
274,3 pokojowe mieszkanie na Os. Strusia   okazja,: Nowa Huta,3.0,329 000 ,46.0,7152.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-os-strusia-okazja-ID3V1Yc.html#3f7ebb237a,2019-03-08 11:46:15.196273,Struga,"Kraków, : Nowa Huta, Struga","Struga, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0747532, 20.047561079283497, 0.0)",50.0747532,20.047561079283497,0.0
276,Mieszkanie 2 pokojowe na  edlu Dąbie,: Dąbie,2.0,335 000 ,45.0,7444.0,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-na-osiedlu-dabie-ID3V1Y8.html#3f7ebb237a,2019-03-08 11:46:15.196273,,"Kraków, : Dąbie, ","Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-560, Polska",dzielnica_ulica,"(50.0594368, 19.9791419, 0.0)",50.0594368,19.9791419,0.0
280,3 niezależne pokoje   Ruczaj   Jahody,: Ruczaj,3.0,420 000 ,60.0,7000.0,https://www.otodom.pl/oferta/3-niezalezne-pokoje-ruczaj-jahody-ID3V1TK.html#3f7ebb237a,2019-03-08 11:46:15.196273,Ruczaj,"Kraków, : Ruczaj, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
283,Dwupoziomowe mieszkanie  Ruczaj Kraków,: małopolskie,3.0,370 000 ,60.0,6167.0,https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-ruczaj-krakow-ID3V1Fe.html#3f7ebb237a,2019-03-08 11:46:15.196273,Ruczaj,"Kraków, : małopolskie, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
284,Inwestycyjne mieszkania przy Dworcu Głównym i GK,: Stare Miasto,1.0,315 000 ,26.7,11798.0,https://www.otodom.pl/oferta/inwestycyjne-mieszkania-przy-dworcu-glownym-i-gk-ID3V1Dy.html#3f7ebb237a,2019-03-08 11:46:15.196273,Dworzec,"Kraków, : Stare Miasto, Dworzec","Dworzec Główny Zachód, Kleparz, Stare Miasto, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0678026, 19.945064014018463, 0.0)",50.0678026,19.945064014018463,0.0
287,Inwestycyjne mieszkania przy Dworcu Głównym i GK,: Stare Miasto,2.0,467 000 ,30.91,15108.0,https://www.otodom.pl/oferta/inwestycyjne-mieszkania-przy-dworcu-glownym-i-gk-ID3V1Av.html#3f7ebb237a,2019-03-08 11:46:15.196273,Dworzec,"Kraków, : Stare Miasto, Dworzec","Dworzec Główny Zachód, Kleparz, Stare Miasto, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0678026, 19.945064014018463, 0.0)",50.0678026,19.945064014018463,0.0
298,kawalerka dla Ciebie! Ruczaj Obozowa.,: Ruczaj,1.0,299 000 ,38.0,7868.0,https://www.otodom.pl/oferta/kawalerka-dla-ciebie-ruczaj-obozowa-ID3V1xa.html#85fbb29208,2019-03-08 11:46:15.883863,Ruczaj,"Kraków, : Ruczaj, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
299,3 pokojowe mieszkanie  Hutnicze Nowa Huta,: Nowa Huta,3.0,315 000 ,38.0,8289.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-os-hutnicze-nowa-huta-ID3V1xe.html#85fbb29208,2019-03-08 11:46:15.883863,Hutnicze,"Kraków, : Nowa Huta, Hutnicze","Osiedle Hutnicze, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0727517, 20.0454692, 0.0)",50.0727517,20.0454692,0.0
303,2 pok.mieszkanie /panorama Krakowa z okien / 2016r,: Zabłocie,2.0,427 500 ,40.28,10613.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-panorama-krakowa-z-okien-2016r-ID3V1ti.html#85fbb29208,2019-03-08 11:46:15.883863,Krakowa,"Kraków, : Zabłocie, Krakowa","Fabryka Emalia Oskara Schindlera, 4, Lipowa, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-702, Polska",dzielnica_ulica,"(50.047454849999994, 19.961710662081337, 0.0)",50.047454849999994,19.961710662081337,0.0
304,1 pokojowe  28 5m2  Kazimierz    Miodowa,: Kazimierz,1.0,380 000 ,28.5,13333.0,https://www.otodom.pl/oferta/1-pokojowe-28-5m2-kazimierz-ul-miodowa-ID3V1tm.html#85fbb29208,2019-03-08 11:46:15.883863,Kazimierza,"Kraków, : Kazimierz, Kazimierza","Kazimierza Brodzińskiego, Podgórze, Kraków, województwo małopolskie, 30-506, Polska",dzielnica_ulica,"(50.0461323, 19.9487447, 0.0)",50.0461323,19.9487447,0.0
305,ok. Wielopole   Kamienica po Remoncie !!,: Stare Miasto,2.0,412 000 ,44.5,9258.0,https://www.otodom.pl/oferta/ok-wielopole-kamienica-po-remoncie-ID3V1re.html#85fbb29208,2019-03-08 11:46:15.883863,Wielopole,"Kraków, : Stare Miasto, Wielopole","Wielopole, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 30-020, Polska",dzielnica_ulica,"(50.0586425, 19.9479114, 0.0)",50.0586425,19.9479114,0.0
306,Na Zakolu Wisły   z widokiem na Wisłę,: małopolskie,2.0,428 000 ,41.0,10439.0,https://www.otodom.pl/oferta/na-zakolu-wisly-z-widokiem-na-wisle-ID3V1qE.html#85fbb29208,2019-03-08 11:46:15.883863,Zakole,"Kraków, : małopolskie, Zakole","Zakole, Kantorowice, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-762, Polska",dzielnica_ulica,"(50.1109452, 20.057151, 0.0)",50.1109452,20.057151,0.0
307,Superluksusowy apartament w Pałacu Dunajewskiego!,: Stare Miasto,3.0,1 550 000 ,100.0,15500.0,https://www.otodom.pl/oferta/superluksusowy-apartament-w-palacu-dunajewskiego-ID3V1pS.html#85fbb29208,2019-03-08 11:46:15.883863,Dunajewskiego,"Kraków, : Stare Miasto, Dunajewskiego","Juliana Dunajewskiego, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-133, Polska",dzielnica_ulica,"(50.0646658, 19.9343599, 0.0)",50.0646658,19.9343599,0.0
309,Bronowice   apartament 2 pokojowy 2balkony,: Bronowice,2.0,482 000 ,48.5,9938.0,https://www.otodom.pl/oferta/bronowice-apartament-2-pokojowy-2balkony-ID3V16Q.html#85fbb29208,2019-03-08 11:46:15.883863,Bronowicka,"Kraków, : Bronowice, Bronowicka","Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",dzielnica_ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
315,Mieszkanie dwupokojowe przy  Wielkotyrnowskiej,: Azory,2.0,305 000 ,43.0,7093.0,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-przy-ul-wielkotyrnowskiej-ID3V0Xm.html#85fbb29208,2019-03-08 11:46:15.883863,Wielkotyrnowska,"Kraków, : Azory, Wielkotyrnowska","Wielkotyrnowska, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-326, Polska",dzielnica_ulica,"(50.0879992, 19.9148834, 0.0)",50.0879992,19.9148834,0.0
316,Apartamenty Przybyszewskiego64|2pok. + garaż|Nowe,: Bronowice Małe,2.0,550 000 ,38.0,14474.0,https://www.otodom.pl/oferta/apartamenty-przybyszewskiego64-2pok-garaz-nowe-ID3V0UY.html#85fbb29208,2019-03-08 11:46:15.883863,Przybyszewskiego,"Kraków, : Bronowice Małe, Przybyszewskiego","Przybyszewskiego, Krowodrza, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0710654, 19.897767160391375, 0.0)",50.0710654,19.897767160391375,0.0
324,4 pokojowe mieszkanie Bociana   Prądnik Biały 2016,: Prądnik Biały,4.0,525 000 ,73.0,7192.0,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-bociana-pradnik-bialy-2016-ID3V0SM.html#d245b9f81f,2019-03-08 11:46:16.678588,Bociana,"Kraków, : Prądnik Biały, Bociana","Bociana, Prądnik Biały, Kraków, województwo małopolskie, 31-231, Polska",dzielnica_ulica,"(50.0952304, 19.9532949, 0.0)",50.0952304,19.9532949,0.0
329,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,5.0,479 000 ,96.72,4952.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0I0.html#d245b9f81f,2019-03-08 11:46:16.678588,Osiedle,"Kraków, : Opatkowice, Osiedle","Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska",dzielnica_ulica,"(50.0199633, 19.9294446, 0.0)",50.0199633,19.9294446,0.0
330,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,7.0,519 000 ,100.0,5190.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0I4.html#d245b9f81f,2019-03-08 11:46:16.678588,Osiedle,"Kraków, : Opatkowice, Osiedle","Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska",dzielnica_ulica,"(50.0199633, 19.9294446, 0.0)",50.0199633,19.9294446,0.0
331,Dwupoziomowe w szeregowcu 109m2  Gotowe  Skotniki,: Skotniki,4.0,522 000 ,109.0,4789.0,https://www.otodom.pl/oferta/dwupoziomowe-w-szeregowcu-109m2-gotowe-skotniki-ID3V0Hi.html#d245b9f81f,2019-03-08 11:46:16.678588,Skotnicka,"Kraków, : Skotniki, Skotnicka","Skotnicka, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-396, Polska",dzielnica_ulica,"(50.0064103, 19.8734101, 0.0)",50.0064103,19.8734101,0.0
332,Nowe 2pokoje 38 4m2   Ojcowska,: Bronowice Wielkie,2.0,255 360 ,38.4,6650.0,https://www.otodom.pl/oferta/nowe-2pokoje-38-4m2-ul-ojcowska-ID3V0He.html#d245b9f81f,2019-03-08 11:46:16.678588,Ojcowska,"Kraków, : Bronowice Wielkie, Ojcowska","Ojcowska, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-347, Polska",dzielnica_ulica,"(50.1069145, 19.8793534, 0.0)",50.1069145,19.8793534,0.0
334,Stary Bieżanów / kawalerka   stan deweloperski,: Bieżanów-Prokocim,1.0,165 000 ,25.0,6600.0,https://www.otodom.pl/oferta/stary-biezanow-kawalerka-stan-deweloperski-ID3V0Eo.html#d245b9f81f,2019-03-08 11:46:16.678588,,"Kraków, : Bieżanów-Prokocim, ","Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.01706235, 20.022991856015395, 0.0)",50.01706235,20.022991856015395,0.0
337,3pokoje 75m2 360000 Śródmiescie Dobrego Pasterza,: Prądnik Czerwony,3.0,360 000 ,74.8,4813.0,https://www.otodom.pl/oferta/3pokoje-75m2-360000zl-srodmiescie-dobrego-pasterza-ID3V0z2.html#d245b9f81f,2019-03-08 11:46:16.678588,,"Kraków, : Prądnik Czerwony, ","Prądnik Czerwony, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.085936849999996, 19.96659842106007, 0.0)",50.085936849999996,19.96659842106007,0.0
338,2 pokoje z dużym balkonem   Wola Duchacka / Zabawa,: Wola Duchacka,2.0,355 000 ,45.0,7889.0,https://www.otodom.pl/oferta/2-pokoje-z-duzym-balkonem-wola-duchacka-zabawa-ID3V0vg.html#d245b9f81f,2019-03-08 11:46:16.678588,Duchacka,"Kraków, : Wola Duchacka, Duchacka","Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",dzielnica_ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
341,Mieszkanie z pięknym widokiem   Dębniki!,: Dębniki,2.0,590 000 ,49.8,11847.0,https://www.otodom.pl/oferta/mieszkanie-z-pieknym-widokiem-debniki-ID3V0uM.html#d245b9f81f,2019-03-08 11:46:16.678588,,"Kraków, : Dębniki, ","Dębniki, Kraków, województwo małopolskie, Polska",dzielnica_ulica,"(50.0518611, 19.9270367, 0.0)",50.0518611,19.9270367,0.0
342,Mieszkanie Na Kameralnym Osiedlu spokojna okolica!,: Opatkowice,3.0,319 000 ,54.44,5860.0,https://www.otodom.pl/oferta/mieszkanie-na-kameralnym-osiedlu-spokojna-okolica-ID3V0u8.html#d245b9f81f,2019-03-08 11:46:16.678588,Osiedle,"Kraków, : Opatkowice, Osiedle","Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-418, Polska",dzielnica_ulica,"(50.0199633, 19.9294446, 0.0)",50.0199633,19.9294446,0.0
351,Krowodrza   Przyt e 28m2 w wysokim standardzie,: Krowodrza,1.0,329 000 ,28.06,11725.0,https://www.otodom.pl/oferta/krowodrza-przytulne-28m2-w-wysokim-standardzie-ID3V0sg.html#2586a7ec49,2019-03-08 11:46:17.600566,Krowoderska,"Kraków, : Krowodrza, Krowoderska","Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",dzielnica_ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
352,3 Pokoje Na Bajecznej!!!,: Dąbie,3.0,579 000 ,65.0,8908.0,https://www.otodom.pl/oferta/3-pokoje-na-bajecznej-ID3V0p2.html#2586a7ec49,2019-03-08 11:46:17.600566,Pokoju,"Kraków, : Dąbie, Pokoju","Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-564, Polska",dzielnica_ulica,"(50.0620982, 19.9822147, 0.0)",50.0620982,19.9822147,0.0
358,Apartament 30m2 pod krótki najem centrum Krakowa,: Stare Miasto,1.0,429 000 ,29.9,14348.0,https://www.otodom.pl/oferta/apartament-30m2-pod-krotki-najem-centrum-krakowa-ID3V0oA.html#2586a7ec49,2019-03-08 11:46:17.600566,Gajem,"Kraków, : Stare Miasto, Gajem","Pod Gajem, Wróżenice, Nowa Huta, Kraków, województwo małopolskie, 31-999, Polska",dzielnica_ulica,"(50.1138325, 20.189733, 0.0)",50.1138325,20.189733,0.0
362,Duze 4 pok.mieszkanie  Tuchowska nowe budownictw,: Kurdwanów,4.0,538 000 ,76.8,7005.0,https://www.otodom.pl/oferta/duze-4-pok-mieszkanie-ul-tuchowska-nowe-budownictw-ID3V0eQ.html#2586a7ec49,2019-03-08 11:46:17.600566,Tuchowska,"Kraków, : Kurdwanów, Tuchowska","Tuchowska, Podgórze Duchackie, Kraków, województwo małopolskie, 30-618, Polska",dzielnica_ulica,"(50.0083843, 19.9667656, 0.0)",50.0083843,19.9667656,0.0
365,Trzypokojowe mieszkanie na Ruczaju.,: Ruczaj,3.0,400 992 ,56.08,7150.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-ruczaju-ID3V02v.html#2586a7ec49,2019-03-08 11:46:17.600566,Ruczaj,"Kraków, : Ruczaj, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
366,Trzypokojowe mieszkanie na Ruczaju.,: Ruczaj,3.0,420 600 ,56.08,7500.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-na-ruczaju-ID3V02s.html#2586a7ec49,2019-03-08 11:46:17.600566,Ruczaj,"Kraków, : Ruczaj, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
367,Nowe mieszkania na Ruczaju.,: Ruczaj,1.0,273 711 ,34.84,7856.0,https://www.otodom.pl/oferta/nowe-mieszkania-na-ruczaju-ID3V02o.html#2586a7ec49,2019-03-08 11:46:17.600566,Ruczaj,"Kraków, : Ruczaj, Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",dzielnica_ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
373,3 pok mieszkanie inwestycyjne Wrocławska,: Łobzów,3.0,538 000 ,64.0,8406.0,https://www.otodom.pl/oferta/3-pok-mieszkanie-inwestycyjne-wroclawska-ID3WZUs.html#2586a7ec49,2019-03-08 11:46:17.600566,Wrocławska,"Kraków, : Łobzów, Wrocławska","Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",dzielnica_ulica,"(50.0816206, 19.9161413, 0.0)",50.0816206,19.9161413,0.0
378,Nowe 2 pokojowe 38 5 m2   Wrocławska,: Łobzów,2.0,350 000 ,38.5,9091.0,https://www.otodom.pl/oferta/nowe-2-pokojowe-38-5-m2-ul-wroclawska-ID3WZUk.html#d5a755bd0e,2019-03-08 11:46:18.354613,Wrocławska,"Kraków, : Łobzów, Wrocławska","Wrocławska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-306, Polska",dzielnica_ulica,"(50.0816206, 19.9161413, 0.0)",50.0816206,19.9161413,0.0
419,Stare Miasto Dwupokojowe Komfortowe Garaż Balkon,: Stare Miasto,2.0,840 000 ,63.91,13143.0,https://www.otodom.pl/oferta/stare-miasto-dwupokojowe-komfortowe-garaz-balkon-ID3RScM.html#4b28cb7416,2019-03-08 11:46:20.185359,Starego,"Kraków, : Stare Miasto, Starego","Sarkofag Zygmunta I Starego, 1, Dziedziniec Batorego, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska",dzielnica_ulica,"(50.0547963, 19.9356012, 0.0)",50.0547963,19.9356012,0.0
