opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
Nowoczesny Apartament, 3 pokoje, Prądnik Biały!;: Prądnik Biały;3 pokoje;330 000 ;47,50 ;6 947 /;https://www.otodom.pl/oferta/nowoczesny-apartament-3-pokoje-pradnik-bialy-ID3Vj0A.html#d245b9f81f;2019-03-13 08:59:56.674201
3 - pokojowe, przestronne mieszkanie (Kapelanka);: Dębniki;3 pokoje;550 000 ;63 ;8 730 /;https://www.otodom.pl/oferta/3-pokojowe-przestronne-mieszkanie-kapelanka-ID3ViPq.html#d245b9f81f;2019-03-13 08:59:56.674201
Mieszkanie, 32,40 , Kraków;: Stare Miasto;1 pokój;317 000 ;32,40 ;9 784 /;https://www.otodom.pl/oferta/mieszkanie-32-40-m-krakow-ID3ViXO.html#d245b9f81f;2019-03-13 08:59:56.674201
3pokoje,57m2,Parter;: Ruczaj;3 pokoje;436 000 ;57,40 ;7 596 /;https://www.otodom.pl/oferta/3pokoje-57m2-parter-ID3ViSM.html#d245b9f81f;2019-03-13 08:59:56.674201
2-Pokoje 39 m2 ul. Jerzmanowskiego -po generalnym;: Bieżanów;2 pokoje;315 000 ;39 ;8 077 /;https://www.otodom.pl/oferta/2-pokoje-39-m2-ul-jerzmanowskiego-po-generalnym-ID3ViSE.html#d245b9f81f;2019-03-13 08:59:56.674201
Mieszkanie na trzecim piętrze z windą;: małopolskie;1 pokój;229 000 ;30 ;7 633 /;https://www.otodom.pl/oferta/mieszkanie-na-trzecim-pietrze-z-winda-ID3ViSk.html#d245b9f81f;2019-03-13 08:59:56.674201
Mieszkanie na parterze z ogrodem o pow 70m2;: Azory;2 pokoje;425 000 ;48 ;8 854 /;https://www.otodom.pl/oferta/mieszkanie-na-parterze-z-ogrodem-o-pow-70m2-ID3ViRG.html#d245b9f81f;2019-03-13 08:59:56.674201
Nowe z balkonem wysoki standart;: Czyżyny;1 pokój;309 000 ;27 ;11 444 /;https://www.otodom.pl/oferta/nowe-z-balkonem-wysoki-standart-ID3ViRu.html#d245b9f81f;2019-03-13 08:59:56.674201
Mieszkanie 4-pokojowe, 90,07m2;: Stare Miasto;4 pokoje;1 060 000 ;90,07 ;11 769 /;https://www.otodom.pl/oferta/mieszkanie-4-pokojowe-90-07m2-ID3ViR6.html#d245b9f81f;2019-03-13 08:59:56.674201
Okazja! 53m2 Biezanow;: Bieżanów;2 pokoje;270 000 ;52,68 ;5 125 /;https://www.otodom.pl/oferta/okazja-53m2-biezanow-ID3ViQU.html#d245b9f81f;2019-03-13 08:59:56.674201
2-Pokoje 60m2 ul.Kordiana;: Kurdwanów;2 pokoje;440 000 ;60 ;7 333 /;https://www.otodom.pl/oferta/2-pokoje-60m2-ul-kordiana-ID3ViQM.html#d245b9f81f;2019-03-13 08:59:56.674201
1-pokojowy apartament (Pomorska), idealna inwest.;: Krowodrza;1 pokój;405 000 ;28 ;14 464 /;https://www.otodom.pl/oferta/1-pokojowy-apartament-pomorska-idealna-inwest-ID3ViPm.html#d245b9f81f;2019-03-13 08:59:56.674201
2 pok. | po gen. remoncie | Grzegórzki | 54m;: Prądnik Czerwony;2 pokoje;449 000 ;54 ;8 315 /;https://www.otodom.pl/oferta/2-pok-po-gen-remoncie-grzegorzki-54m-ID3ViOY.html#d245b9f81f;2019-03-13 08:59:56.674201
4-pokojowe mieszkanie, 70 m2, Wola Duchacka;: Wola Duchacka;4 pokoje;449 000 ;70 ;6 414 /;https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-70-m2-wola-duchacka-ID3ViKc.html#d245b9f81f;2019-03-13 08:59:56.674201
Czteropokojowe mieszkanie w domu w Bronowicach Wie;: Bronowice Wielkie;4 pokoje;877 000 ;125,46 ;6 990 /;https://www.otodom.pl/oferta/czteropokojowe-mieszkanie-w-domu-w-bronowicach-wie-ID3ViK0.html#d245b9f81f;2019-03-13 08:59:56.674201
Czteropokojowe mieszkanie w domu w Bronowicach;: Bronowice Wielkie;4 pokoje;720 100 ;96,14 ;7 490 /;https://www.otodom.pl/oferta/czteropokojowe-mieszkanie-w-domu-w-bronowicach-ID3ViJC.html#d245b9f81f;2019-03-13 08:59:56.674201
Chopina/ Szymanowskiego, 90m2, 4pok, II piętro !!!;: Stare Miasto;4 pokoje;1 060 000 ;90,10 ;11 765 /;https://www.otodom.pl/oferta/chopina-szymanowskiego-90m2-4pok-ii-pietro-ID3VgMY.html#89e33f6554;2019-03-13 08:59:58.643270
Sprzedam mieszkanie Kraków;: Mistrzejowice Nowe;1 pokój;267 000 ;35,33 ;7 557 /;https://www.otodom.pl/oferta/sprzedam-mieszkanie-krakow-ID3Vh9C.html#3f7ebb237a;2019-03-13 08:59:59.502734
Widokowe mieszkanie/4 pokoje z balkonem/Podgórze;: Podgórze;4 pokoje;520 200 ;76 ;6 845 /;https://www.otodom.pl/oferta/widokowe-mieszkanie-4-pokoje-z-balkonem-podgorze-ID3ViIc.html#85fbb29208;2019-03-13 09:00:00.627909
CH Bonarka/doskonała lokalizacja pod wynajem/2 pok;: Wola Duchacka;2 pokoje;355 000 ;45 ;7 889 /;https://www.otodom.pl/oferta/ch-bonarka-doskonala-lokalizacja-pod-wynajem-2-pok-ID3ViIQ.html#d245b9f81f;2019-03-13 09:00:01.706150
Widokowe mieszkanie/4 pokoje z balkonem/Podgórze;: Podgórze;4 pokoje;520 200 ;76 ;6 845 /;https://www.otodom.pl/oferta/widokowe-mieszkanie-4-pokoje-z-balkonem-podgorze-ID3ViIc.html#d245b9f81f;2019-03-13 09:00:01.706150
2 pokojowe, Henryka i Karola Czeczów, Bieżanów;: Bieżanów;2 pokoje;265 000 ;36,10 ;7 341 /;https://www.otodom.pl/oferta/2-pokojowe-henryka-i-karola-czeczow-biezanow-ID3ViHe.html#d245b9f81f;2019-03-13 09:00:01.706150
GOTOWE 4 pok mieszkanie z ogrodem. SUPER CENA !;: małopolskie;4 pokoje;369 000 ;80 ;4 613 /;https://www.otodom.pl/oferta/gotowe-4-pok-mieszkanie-z-ogrodem-super-cena-ID3Vkfi.html#2586a7ec49;2019-03-13 09:00:02.534414
Okazja! bezpośrednio od właściciela, wykończone;: Bronowice;2 pokoje;355 000 ;37 ;9 595 /;https://www.otodom.pl/oferta/okazja-bezposrednio-od-wlasciciela-wykonczone-ID3VkFi.html#2586a7ec49;2019-03-13 09:00:02.534414
Bezpośr. inwestycyjne na krótki najem ul.Paulińska;: Kazimierz;1 pokój;437 000 ;33,69 ;12 971 /;https://www.otodom.pl/oferta/bezposr-inwestycyjne-na-krotki-najem-ul-paulinska-ID3Vjly.html#2586a7ec49;2019-03-13 09:00:02.534414
Bezpośrednio, Litewska, 2pok, 32 m2, balkon, winda;: Krowodrza;2 pokoje;349 000 ;32,14 ;10 859 /;https://www.otodom.pl/oferta/bezposrednio-litewska-2pok-32-m2-balkon-winda-ID3ViIE.html#2586a7ec49;2019-03-13 09:00:02.534414
Widokowe mieszkanie/4 pokoje z balkonem/Podgórze;: Podgórze;4 pokoje;520 200 ;76 ;6 845 /;https://www.otodom.pl/oferta/widokowe-mieszkanie-4-pokoje-z-balkonem-podgorze-ID3ViIc.html#2586a7ec49;2019-03-13 09:00:02.534414
Okazja ul. Halszki 63 m2 trzypokojowe, logia;: Wola Duchacka;3 pokoje;310 000 ;63 ;4 921 /;https://www.otodom.pl/oferta/okazja-ul-halszki-63-m2-trzypokojowe-logia-ID3VipG.html#2586a7ec49;2019-03-13 09:00:02.534414
Mieszkanie 2-pok. przy Okulickiego wysoki standard;: Nowa Huta;2 pokoje;346 000 ;47,75 ;7 246 /;https://www.otodom.pl/oferta/mieszkanie-2-pok-przy-okulickiego-wysoki-standard-ID3ViH6.html#2586a7ec49;2019-03-13 09:00:02.534414
2 pokoje w Czyżynach gotowe do wprowadzenia;: Czyżyny;2 pokoje;410 000 ;49 ;8 367 /;https://www.otodom.pl/oferta/2-pokoje-w-czyzynach-gotowe-do-wprowadzenia-ID3ViH2.html#2586a7ec49;2019-03-13 09:00:02.534414
2 pokoje, do wykończenia, Bieżanów;: Bieżanów;2 pokoje;275 000 ;53 ;5 189 /;https://www.otodom.pl/oferta/2-pokoje-do-wykonczenia-biezanow-ID3ViC8.html#2586a7ec49;2019-03-13 09:00:02.534414
0% prowizji - 4 pokoje, ogródek, parking !;: Bronowice;4 pokoje;325 000 ;70 ;4 643 /;https://www.otodom.pl/oferta/0-prowizji-4-pokoje-ogrodek-parking-ID3ViAs.html#2586a7ec49;2019-03-13 09:00:02.534414
Kraków Żabiniec Reja-3 pok. 66m2+Balkon 0%prowizji;: Żabiniec;3 pokoje;480 000 ;66 ;7 273 /;https://www.otodom.pl/oferta/krakow-zabiniec-reja-3-pok-66m2-balkon-0-prowizji-ID3VixV.html#2586a7ec49;2019-03-13 09:00:02.534414
4 pok. mieszkanie 62 mkw, Mistrzejowice;: Mistrzejowice;4 pokoje;413 424 ;62,64 ;6 600 /;https://www.otodom.pl/oferta/4-pok-mieszkanie-62-mkw-mistrzejowice-ID3VixC.html#2586a7ec49;2019-03-13 09:00:02.534414
Mieszkanie, 70,16 , Kraków;: Bieżanów;3 pokoje;369 000 ;70,16 ;5 259 /;https://www.otodom.pl/oferta/mieszkanie-70-16-m-krakow-ID3Vixe.html#2586a7ec49;2019-03-13 09:00:02.534414
Pracujące mieszkanie - 2660 czynszu miesięcznie !;: Prądnik Czerwony;2 pokoje;420 000 ;46 ;9 130 /;https://www.otodom.pl/oferta/pracujace-mieszkanie-2660-czynszu-miesiecznie-ID3Vipu.html#2586a7ec49;2019-03-13 09:00:02.534414
Piękne mieszkanie 4 pokoje Stare Miasto Kazimierz;: Kazimierz;4 pokoje;799 000 ;105 ;7 610 /;https://www.otodom.pl/oferta/piekne-mieszkanie-4-pokoje-stare-miasto-kazimierz-ID3VirO.html#2586a7ec49;2019-03-13 09:00:02.534414
Mieszkanie, 100 , Kraków;: Stare Miasto;3 pokoje;1 550 000 ;100 ;15 500 /;https://www.otodom.pl/oferta/mieszkanie-100-m-krakow-ID3Vioc.html#2586a7ec49;2019-03-13 09:00:02.534414
Mieszkanie, 48 , Kraków;: Krowodrza;3 pokoje;439 000 ;48 ;9 146 /;https://www.otodom.pl/oferta/mieszkanie-48-m-krakow-ID3VimM.html#2586a7ec49;2019-03-13 09:00:02.534414
Wysoki standard - 2 poziomy - Taras widokowy;: Dębniki;3 pokoje;699 000 ;71,52 ;9 773 /;https://www.otodom.pl/oferta/wysoki-standard-2-poziomy-taras-widokowy-ID3VimE.html#2586a7ec49;2019-03-13 09:00:02.534414
Wykończone Kawalerki w Centrum;: Stare Miasto;1 pokój;195 000 ;18,27 ;10 673 /;https://www.otodom.pl/oferta/wykonczone-kawalerki-w-centrum-ID3Vihe.html#2586a7ec49;2019-03-13 09:00:02.534414
Apartament pięciopokojowy na Bronowicach ! 153 m2;: Bronowice;5 pokoi;1 295 000 ;153 ;8 464 /;https://www.otodom.pl/oferta/apartament-pieciopokojowy-na-bronowicach-153-m2-ID3Vig8.html#2586a7ec49;2019-03-13 09:00:02.534414
Inwestycyjne, pokój z kuchnią, 34m2, Stare Dębniki;: Dębniki;1 pokój;270 000 ;34 ;7 941 /;https://www.otodom.pl/oferta/inwestycyjne-pokoj-z-kuchnia-34m2-stare-debniki-ID3ViaE.html#2586a7ec49;2019-03-13 09:00:02.534414
1 pok./29 m2/do wejścia/Płaszów/ul.Saska;: Płaszów;1 pokój;229 000 ;29,30 ;7 816 /;https://www.otodom.pl/oferta/1-pok-29-m2-do-wejscia-plaszow-ul-saska-ID3Vi96.html#2586a7ec49;2019-03-13 09:00:02.534414
Salwator | Studio z antresolą | Eng;: Półwsie Zwierzynieckie;1 pokój;285 000 ;23 ;12 391 /;https://www.otodom.pl/oferta/salwator-studio-z-antresola-eng-ID3Vi6I.html#2586a7ec49;2019-03-13 09:00:02.534414
3 pok. mieszkanie 47 mkw, Mistrzejowice;: Mistrzejowice;3 pokoje;329 268 ;47,72 ;6 900 /;https://www.otodom.pl/oferta/3-pok-mieszkanie-47-mkw-mistrzejowice-ID3Vi1S.html#2586a7ec49;2019-03-13 09:00:02.534414
Mieszkanie 2 pok. stan deweloperski, Dębniki;: Ludwinów;2 pokoje;390 000 ;43 ;9 070 /;https://www.otodom.pl/oferta/mieszkanie-2-pok-stan-deweloperski-debniki-ID3Vi0A.html#2586a7ec49;2019-03-13 09:00:02.534414
Okazja, 2 pokoje z jasną kuchnią;: Bieżanów-Prokocim;3 pokoje;270 000 ;53 ;5 094 /;https://www.otodom.pl/oferta/okazja-2-pokoje-z-jasna-kuchnia-ID3VhYs.html#2586a7ec49;2019-03-13 09:00:02.534414
Mistrzejowice os. Oświecenia, 2 pok, jasna kuchnia;: Nowa Huta;2 pokoje;315 000 ;56 ;5 625 /;https://www.otodom.pl/oferta/mistrzejowice-os-oswiecenia-2-pok-jasna-kuchnia-ID3VhTS.html#2586a7ec49;2019-03-13 09:00:02.534414
Mistrzejowice os. otego Wieku, 3 pok, balkon;: Nowa Huta;3 pokoje;299 000 ;48 ;6 229 /;https://www.otodom.pl/oferta/mistrzejowice-os-zlotego-wieku-3-pok-balkon-ID3VhSo.html#2586a7ec49;2019-03-13 09:00:02.534414
2 pokojowe w Kameralnej Inwestycji na P.Czerwonym;: małopolskie;2 pokoje;337 463 ;34,79 ;9 700 /;https://www.otodom.pl/oferta/2-pokojowe-w-kameralnej-inwestycji-na-p-czerwonym-ID3VhRu.html#2586a7ec49;2019-03-13 09:00:02.534414
Cisza i zielen- zamieszkaj tu;: Krowodrza;3 pokoje;599 000 ;88,80 ;6 745 /;https://www.otodom.pl/oferta/cisza-i-zielen-zamieszkaj-tu-ID3WUH2.html#d5a755bd0e;2019-03-13 09:00:03.612675
GOTOWE 4 pok mieszkanie z ogrodem. SUPER CENA !;: małopolskie;4 pokoje;369 000 ;80 ;4 613 /;https://www.otodom.pl/oferta/gotowe-4-pok-mieszkanie-z-ogrodem-super-cena-ID3Vkfi.html#d5a755bd0e;2019-03-13 09:00:03.612675
Bezpośr. inwestycyjne na krótki najem ul.Paulińska;: Kazimierz;1 pokój;437 000 ;33,69 ;12 971 /;https://www.otodom.pl/oferta/bezposr-inwestycyjne-na-krotki-najem-ul-paulinska-ID3Vjly.html#d5a755bd0e;2019-03-13 09:00:03.612675
Okazja! bezpośrednio od właściciela, wykończone;: Bronowice;2 pokoje;355 000 ;37 ;9 595 /;https://www.otodom.pl/oferta/okazja-bezposrednio-od-wlasciciela-wykonczone-ID3VkFi.html#d5a755bd0e;2019-03-13 09:00:03.612675
Bezpośrednio, Litewska, 2pok, 32 m2, balkon, winda;: Krowodrza;2 pokoje;349 000 ;32,14 ;10 859 /;https://www.otodom.pl/oferta/bezposrednio-litewska-2pok-32-m2-balkon-winda-ID3ViIE.html#d5a755bd0e;2019-03-13 09:00:03.612675
Okazja ul. Halszki 63 m2 trzypokojowe, logia;: Wola Duchacka;3 pokoje;310 000 ;63 ;4 921 /;https://www.otodom.pl/oferta/okazja-ul-halszki-63-m2-trzypokojowe-logia-ID3VipG.html#d5a755bd0e;2019-03-13 09:00:03.612675
2 pokojowe w Kameralnej Inwestycji na P.Czerwonym;: małopolskie;2 pokoje;363 840 ;37,90 ;9 600 /;https://www.otodom.pl/oferta/2-pokojowe-w-kameralnej-inwestycji-na-p-czerwonym-ID3VhRy.html#d5a755bd0e;2019-03-13 09:00:03.612675
2 pokojowe w Kameralnej Inwestycji na P.Czerwonym;: małopolskie;2 pokoje;366 510 ;38,58 ;9 500 /;https://www.otodom.pl/oferta/2-pokojowe-w-kameralnej-inwestycji-na-p-czerwonym-ID3VhRq.html#d5a755bd0e;2019-03-13 09:00:03.612675
Ładne 2pok mieszkanie Czyżyny;: Czyżyny;2 pokoje;360 000 ;49 ;7 347 /;https://www.otodom.pl/oferta/ladne-2pok-mieszkanie-czyzyny-ID3VhMo.html#d5a755bd0e;2019-03-13 09:00:03.612675
1 pokojowe z balkonem - Bieżanów-Prokocim !;: Bieżanów-Prokocim;2 pokoje;171 500 ;27 ;6 352 /;https://www.otodom.pl/oferta/1-pokojowe-z-balkonem-biezanow-prokocim-ID3VhLS.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie 2 pok - gotowe! Bronowice;: Bronowice;2 pokoje;230 000 ;35 ;6 571 /;https://www.otodom.pl/oferta/mieszkanie-2-pok-gotowe-bronowice-ID3VhLV.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie w apartamentowcu w zielonej okolicy;: Swoszowice;4 pokoje;569 802 ;82,58 ;6 900 /;https://www.otodom.pl/oferta/mieszkanie-w-apartamentowcu-w-zielonej-okolicy-ID3VhLO.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie w apartamentowcu w zielonej okolicy;: Swoszowice;3 pokoje;397 992 ;57,68 ;6 900 /;https://www.otodom.pl/oferta/mieszkanie-w-apartamentowcu-w-zielonej-okolicy-ID3VhLK.html#d5a755bd0e;2019-03-13 09:00:03.612675
3 pokoje z balkonem, Bieżanów, Cisza i zieleń;: Bieżanów-Prokocim;3 pokoje;279 600 ;49 ;5 706 /;https://www.otodom.pl/oferta/3-pokoje-z-balkonem-biezanow-cisza-i-zielen-ID3VhKY.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie w apartamentowcu w zielonej okolicy;: Swoszowice;3 pokoje;375 015 ;54,35 ;6 900 /;https://www.otodom.pl/oferta/mieszkanie-w-apartamentowcu-w-zielonej-okolicy-ID3VhKU.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie - Kraków Bieżanów;: Bieżanów;2 pokoje;235 000 ;38,80 ;6 057 /;https://www.otodom.pl/oferta/mieszkanie-krakow-biezanow-ID3VhIv.html#d5a755bd0e;2019-03-13 09:00:03.612675
3 pokoje,osobna kuchnia, po remoncie;: Bieńczyce;3 pokoje;389 000 ;57,50 ;6 765 /;https://www.otodom.pl/oferta/3-pokoje-osobna-kuchnia-po-remoncie-ID3VhIg.html#d5a755bd0e;2019-03-13 09:00:03.612675
3 pok w zielonej w okolicy Ruczaju ! Okazja;: Ruczaj;3 pokoje;446 800 ;77 ;5 803 /;https://www.otodom.pl/oferta/3-pok-w-zielonej-w-okolicy-ruczaju-okazja-ID3VhD6.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie, 23,38 , Kraków;: Koówek;1 pokój;180 000 ;23,38 ;7 699 /;https://www.otodom.pl/oferta/mieszkanie-23-38-m-krakow-ID3VhCc.html#d5a755bd0e;2019-03-13 09:00:03.612675
2 pokoje|Stachiewicza|Nowe instalacje|0%prowizji!;: Azory;2 pokoje;319 000 ;38 ;8 395 /;https://www.otodom.pl/oferta/2-pokoje-stachiewicza-nowe-instalacje-0-prowizji-ID3VhxG.html#d5a755bd0e;2019-03-13 09:00:03.612675
Kliny ul. Barta - apartament 107 m2, 2017 rok;: Dębniki;4 pokoje;760 000 ;107 ;7 103 /;https://www.otodom.pl/oferta/kliny-ul-barta-apartament-107-m2-2017-rok-ID3Vhuc.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mieszkanie, 64 , Kraków;: Prądnik Biały;3 pokoje;419 900 ;64 ;6 561 /;https://www.otodom.pl/oferta/mieszkanie-64-m-krakow-ID3Vhs0.html#d5a755bd0e;2019-03-13 09:00:03.612675
Mistrzejowice - os Piastów - 4 pok do remontu;: Mistrzejowice;4 pokoje;349 000 ;66 ;5 288 /;https://www.otodom.pl/oferta/mistrzejowice-os-piastow-4-pok-do-remontu-ID3Vhpy.html#d5a755bd0e;2019-03-13 09:00:03.612675
Nowa Inwestycja W Sercu Starego Podgórza!;: Podgórze;3 pokoje;1 259 680 ;78,73 ;16 000 /;https://www.otodom.pl/oferta/nowa-inwestycja-w-sercu-starego-podgorza-ID3VhoI.html#d5a755bd0e;2019-03-13 09:00:03.612675
Nowa Inwestycja W Sercu Podgórza!;: Podgórze;2 pokoje;630 450 ;42,03 ;15 000 /;https://www.otodom.pl/oferta/nowa-inwestycja-w-sercu-podgorza-ID3VhoE.html#d5a755bd0e;2019-03-13 09:00:03.612675
os. Jagiellońskie 2 pokoje, jasna kuchnia;: Nowa Huta;2 pokoje;319 000 ;44 ;7 250 /;https://www.otodom.pl/oferta/os-jagiellonskie-2-pokoje-jasna-kuchnia-ID3Vhny.html#d5a755bd0e;2019-03-13 09:00:03.612675
os. Albertyńskie 2 pokoje jasna kuchnia balkon;: Nowa Huta;2 pokoje;258 000 ;42 ;6 143 /;https://www.otodom.pl/oferta/os-albertynskie-2-pokoje-jasna-kuchnia-balkon-ID3VhmA.html#d5a755bd0e;2019-03-13 09:00:03.612675
Łobzowska, inwestycyjne, po generalnym remoncie;: Krowodrza;1 pokój;362 000 ;33 ;10 970 /;https://www.otodom.pl/oferta/lobzowska-inwestycyjne-po-generalnym-remoncie-ID3Vhlt.html#d5a755bd0e;2019-03-13 09:00:03.612675
Komfortowe mieszkanie na Dębnikach! 3 pokoje!;: Kliny-Zacisze;3 pokoje;495 000 ;62 ;7 984 /;https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-debnikach-3-pokoje-ID3Vhec.html#d5a755bd0e;2019-03-13 09:00:03.612675
Bogusławskiego - do remontu - 10 min pieszo Rynek;: Stare Miasto;2 pokoje;649 000 ;77 ;8 429 /;https://www.otodom.pl/oferta/boguslawskiego-do-remontu-10-min-pieszo-rynek-ID3Vhby.html#d5a755bd0e;2019-03-13 09:00:03.612675
GOTOWE 4 pok mieszkanie z ogrodem. SUPER CENA !;: małopolskie;4 pokoje;369 000 ;80 ;4 613 /;https://www.otodom.pl/oferta/gotowe-4-pok-mieszkanie-z-ogrodem-super-cena-ID3Vkfi.html#0c43dd2d44;2019-03-13 09:00:04.394033
Cisza i zielen- zamieszkaj tu;: Krowodrza;3 pokoje;599 000 ;88,80 ;6 745 /;https://www.otodom.pl/oferta/cisza-i-zielen-zamieszkaj-tu-ID3WUH2.html#0c43dd2d44;2019-03-13 09:00:04.394033
Okazja! bezpośrednio od właściciela, wykończone;: Bronowice;2 pokoje;355 000 ;37 ;9 595 /;https://www.otodom.pl/oferta/okazja-bezposrednio-od-wlasciciela-wykonczone-ID3VkFi.html#0c43dd2d44;2019-03-13 09:00:04.394033
Bezpośr. inwestycyjne na krótki najem ul.Paulińska;: Kazimierz;1 pokój;437 000 ;33,69 ;12 971 /;https://www.otodom.pl/oferta/bezposr-inwestycyjne-na-krotki-najem-ul-paulinska-ID3Vjly.html#0c43dd2d44;2019-03-13 09:00:04.394033
Okazja ul. Halszki 63 m2 trzypokojowe, logia;: Wola Duchacka;3 pokoje;310 000 ;63 ;4 921 /;https://www.otodom.pl/oferta/okazja-ul-halszki-63-m2-trzypokojowe-logia-ID3VipG.html#0c43dd2d44;2019-03-13 09:00:04.394033
Pracujące mieszkanie - 2660 czynszu miesięcznie !;: Prądnik Czerwony;2 pokoje;420 000 ;46 ;9 130 /;https://www.otodom.pl/oferta/pracujace-mieszkanie-2660-czynszu-miesiecznie-ID3Vipu.html#0c43dd2d44;2019-03-13 09:00:04.394033
Jasne 3 pokojowe, balkon, 68 ul. Grzegórzecka;: Grzegórzki;3 pokoje;600 000 ;68 ;8 824 /;https://www.otodom.pl/oferta/jasne-3-pokojowe-balkon-68m-ul-grzegorzecka-ID3VhaM.html#0c43dd2d44;2019-03-13 09:00:04.394033
Sprzedam mieszkanie Kraków;: Mistrzejowice Nowe;1 pokój;267 000 ;35,33 ;7 557 /;https://www.otodom.pl/oferta/sprzedam-mieszkanie-krakow-ID3Vh9C.html#0c43dd2d44;2019-03-13 09:00:04.394033
Ustawne mieszkanie w stanie do wejścia;: Bieżanów;2 pokoje;269 000 ;42,80 ;6 285 /;https://www.otodom.pl/oferta/ustawne-mieszkanie-w-stanie-do-wejscia-ID3Vh52.html#0c43dd2d44;2019-03-13 09:00:04.394033
2-pokojowe Do Wejścia;: Stare Miasto;2 pokoje;555 000 ;38,10 ;14 567 /;https://www.otodom.pl/oferta/2-pokojowe-do-wejscia-ID3Vh4A.html#0c43dd2d44;2019-03-13 09:00:04.394033
Mieszkanie, 44,20 , Kraków;: Śródmieście;2 pokoje;318 000 ;44,20 ;7 195 /;https://www.otodom.pl/oferta/mieszkanie-44-20-m-krakow-ID3Vh4s.html#0c43dd2d44;2019-03-13 09:00:04.394033
Przytulne mieszkanie na spokojnym osiedlu;: Bieżanów;2 pokoje;236 000 ;36,20 ;6 519 /;https://www.otodom.pl/oferta/przytulne-mieszkanie-na-spokojnym-osiedlu-ID3Vh1G.html#0c43dd2d44;2019-03-13 09:00:04.394033
Luksusowy Apartament z widokiem na Las Borkowski;: Borek Fałęcki;3 pokoje;1 032 300 ;115 ;8 977 /;https://www.otodom.pl/oferta/luksusowy-apartament-z-widokiem-na-las-borkowski-ID3VgZu.html#0c43dd2d44;2019-03-13 09:00:04.394033
Luksusowy Apartament z widokiem na Las Borkowski;: Borek Fałęcki;5 pokoi;1 406 950 ;148 ;9 506 /;https://www.otodom.pl/oferta/luksusowy-apartament-z-widokiem-na-las-borkowski-ID3VgZm.html#0c43dd2d44;2019-03-13 09:00:04.394033
Luksusowy Apartament z widokiem na Las Borkowski;: Borek Fałęcki;3 pokoje;736 200 ;82 ;8 978 /;https://www.otodom.pl/oferta/luksusowy-apartament-z-widokiem-na-las-borkowski-ID3VgYY.html#0c43dd2d44;2019-03-13 09:00:04.394033
Atrakcyjne 2 pokojowe os Albertyńskie;: małopolskie;2 pokoje;258 000 ;42 ;6 143 /;https://www.otodom.pl/oferta/atrakcyjne-2-pokojowe-os-albertynskie-ID3VgYg.html#0c43dd2d44;2019-03-13 09:00:04.394033
Oś.Avia - nowe z oddzielną kuchnią;: Czyżyny;1 pokój;289 000 ;27 ;10 704 /;https://www.otodom.pl/oferta/os-avia-nowe-z-oddzielna-kuchnia-ID3VgSg.html#0c43dd2d44;2019-03-13 09:00:04.394033
Do własnej aranżacji*Przy Parku Krowoderskim;: Prądnik Biały;2 pokoje;320 000 ;38 ;8 421 /;https://www.otodom.pl/oferta/do-wlasnej-aranzacjiprzy-parku-krowoderskim-ID3VgQ0.html#0c43dd2d44;2019-03-13 09:00:04.394033
Po generalnym remoncie,2pokoje,38m2,Krowodrza;: Krowodrza;2 pokoje;370 000 ;38 ;9 737 /;https://www.otodom.pl/oferta/po-generalnym-remoncie-2pokoje-38m2-krowodrza-ID3VgNu.html#0c43dd2d44;2019-03-13 09:00:04.394033
Chopina/ Szymanowskiego, 90m2, 4pok, II piętro !!!;: Stare Miasto;4 pokoje;1 060 000 ;90,10 ;11 765 /;https://www.otodom.pl/oferta/chopina-szymanowskiego-90m2-4pok-ii-pietro-ID3VgMY.html#0c43dd2d44;2019-03-13 09:00:04.394033
Józefa Chełmońskiego, dwupokojowe mieszkanie 47,7m;: Krowodrza;2 pokoje;425 000 ;48 ;8 854 /;https://www.otodom.pl/oferta/jozefa-chelmonskiego-dwupokojowe-mieszkanie-47-7m-ID3VgMI.html#0c43dd2d44;2019-03-13 09:00:04.394033
Os. Ogrodowe 2 pokoje z możliwości zrobienia 3 pok;: Nowa Huta;2 pokoje;305 000 ;54,36 ;5 611 /;https://www.otodom.pl/oferta/os-ogrodowe-2-pokoje-z-mozliwosci-zrobienia-3-pok-ID3VgJV.html#0c43dd2d44;2019-03-13 09:00:04.394033
kawalerka, do wejścia, miejsce postojowe w cenie!!;: Ruczaj;1 pokój;239 000 ;24 ;9 958 /;https://www.otodom.pl/oferta/kawalerka-do-wejscia-miejsce-postojowe-w-cenie-ID3VgH2.html#0c43dd2d44;2019-03-13 09:00:04.394033
