,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,ulica,lokator_ulica_dzielnica,geo_location,rodzaj,point,latitude,longitude,altitude
3297,2 pokoje+duża kuchnia   Krowodrza!,: Krowodrza,2.0,348 000 ,48.0,7250.0,https://www.otodom.pl/oferta/2-pokoje-duza-kuchnia-krowodrza-ID410Fb.html#5cbd982daa,2019-06-25 13:55:40.311957,Krowoderska,Kraków : Krowodrza Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
3299,3 pokoje  Bronowice  zielona okolica,": Bronowice, Bronowice Małe",3.0,359 000 ,46.0,7804.0,https://www.otodom.pl/oferta/3-pokoje-bronowice-zielona-okolica-ID410A3.html#5cbd982daa,2019-06-25 13:55:40.311957,Bronowicka,"Kraków : Bronowice, Bronowice Małe Bronowicka","Bronowicka, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 30-139, Polska",ulica,"(50.0816928, 19.8902943, 0.0)",50.0816928,19.8902943,0.0
3316,Przestronne mieszkanie Ugorek,": Prądnik Czerwony, Ugorek",2.0,389 000 ,51.92,7492.0,https://www.otodom.pl/oferta/przestronne-mieszkanie-ugorek-ID4109I.html#d3bbe7a867,2019-06-25 13:55:41.365302,Ugorek,"Kraków : Prądnik Czerwony, Ugorek Ugorek","Ugorek, Prądnik Czerwony, Kraków, województwo małopolskie, 31-457, Polska",ulica,"(50.0761099, 19.9820437, 0.0)",50.0761099,19.9820437,0.0
3317,Dla dziecka na studia lub inwestycyjne pod wynajem,: małopolskie,2.0,370 000 ,48.2,7676.0,https://www.otodom.pl/oferta/dla-dziecka-na-studia-lub-inwestycyjne-pod-wynajem-ID40nU8.html#d3bbe7a867,2019-06-25 13:55:41.365302,Jeździecka,Kraków : małopolskie Jeździecka,"Jeździecka, Swoszowice, Kraków, województwo małopolskie, 30-610, Polska",ulica,"(49.9953679, 19.9412982, 0.0)",49.9953679,19.9412982,0.0
3320,Kobierzyńska  3 pokojowe   bna kuchnia,: Dębniki,3.0,320 000 ,59.54,5375.0,https://www.otodom.pl/oferta/kobierzynska-3-pokojowe-osobna-kuchnia-ID40ZS0.html#d3bbe7a867,2019-06-25 13:55:41.365803,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3328,Mieszkanie 2 pokojowe Wola Duchacka    Kordiana.,": Podgórze Duchackie, Kurdwanów",2.0,349 000 ,52.57,6639.0,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-wola-duchacka-ul-kordiana-ID40ZBZ.html#d3bbe7a867,2019-06-25 13:55:41.366806,Duchacka,"Kraków : Podgórze Duchackie, Kurdwanów Duchacka","Filia Urzędu Pocztowego Kraków 47, 7, Wincentego Witosa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-619, Polska",ulica,"(50.0113304, 19.9629546, 0.0)",50.0113304,19.9629546,0.0
3333,2 Pokojowe Z Balkonem W Nowym Budownictwie,": Podgórze Duchackie, Wola Duchacka",2.0,450 000 ,45.0,10000.0,https://www.otodom.pl/oferta/2-pokojowe-z-balkonem-w-nowym-budownictwie-ID3Zyg0.html#d3bbe7a867,2019-06-25 13:55:41.367308,Nowy,"Kraków : Podgórze Duchackie, Wola Duchacka Nowy","Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, Polska",ulica,"(50.022604099999995, 19.96143951311077, 0.0)",50.022604099999995,19.96143951311077,0.0
3360,2 pokoje  Bronowice  Radzikowskiego,: Bronowice,2.0,339 000 ,45.1,7517.0,https://www.otodom.pl/oferta/2-pokoje-bronowice-radzikowskiego-ID40YQn.html#969ab296b3,2019-06-25 13:55:42.683325,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
3373,Mieszkanie 53m2 na drugim piętrze  Ruczaj,": Dębniki, Ruczaj",2.0,434 000 ,53.0,8189.0,https://www.otodom.pl/oferta/mieszkanie-53m2-na-drugim-pietrze-ruczaj-ID40YFv.html#e2a1629cc3,2019-06-25 13:55:44.021900,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
3378,3 pokoje z ogródkiem lub balkonem   Ruczaj,": Dębniki, Ruczaj",3.0,447 000 ,76.0,5882.0,https://www.otodom.pl/oferta/3-pokoje-z-ogrodkiem-lub-balkonem-ruczaj-ID40KnH.html#e2a1629cc3,2019-06-25 13:55:44.022903,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
3379,Świetna Lokalizacja!! 3 Pokoje Z Aneksem,: małopolskie,3.0,289 000 ,48.07,6012.0,https://www.otodom.pl/oferta/swietna-lokalizacja-3-pokoje-z-aneksem-ID40Vt3.html#e2a1629cc3,2019-06-25 13:55:44.023404,Kwietna,Kraków : małopolskie Kwietna,"Kwietna, Łagiewniki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-606, Polska",ulica,"(50.0220855, 19.9416313, 0.0)",50.0220855,19.9416313,0.0
3386,Bieżanów Nad Potokiem 3 pok spokojna zielona okoli,": Bieżanów-Prokocim, Bieżanów",3.0,290 000 ,47.0,6170.0,https://www.otodom.pl/oferta/biezanow-nad-potokiem-3-pok-spokojna-zielona-okoli-ID40Ykm.html#e2a1629cc3,2019-06-25 13:55:44.024908,Potokiem,"Kraków : Bieżanów-Prokocim, Bieżanów Potokiem","Nad Potokiem, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-870, Polska",ulica,"(50.0124945, 20.0113398, 0.0)",50.0124945,20.0113398,0.0
3393,2 pok mieszkanie z  bną kuchnią Bronowice W.,: Bronowice,2.0,358 000 ,49.0,7306.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-z-osobna-kuchnia-bronowice-w-ID40XRb.html#e2a1629cc3,2019-06-25 13:55:44.026914,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
3400,Apartament z tarasem na Woli Justowskiej,: Zwierzyniec,2.0,442 000 ,48.5,9113.0,https://www.otodom.pl/oferta/apartament-z-tarasem-na-woli-justowskiej-ID40XID.html#589847d1fe,2019-06-25 13:55:45.288784,Justowska,Kraków : Zwierzyniec Justowska,"Wola Justowska - Chełm, Zwierzyniec, Kraków, województwo małopolskie, Polska",ulica,"(50.0644664, 19.87020583297709, 0.0)",50.0644664,19.87020583297709,0.0
3406,Mieszkanie  balkon z ładnym widokiem    Obozowa,: Dębniki,2.0,359 000 ,47.5,7558.0,https://www.otodom.pl/oferta/mieszkanie-balkon-z-ladnym-widokiem-ul-obozowa-ID3YaTu.html#589847d1fe,2019-06-25 13:55:45.289286,Obozowa,Kraków : Dębniki Obozowa,"Obozowa, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",ulica,"(50.0161494, 19.9057084, 0.0)",50.0161494,19.9057084,0.0
3414,3 pokoje ! Świetna Lokalizacja!!!!,: Krowodrza,3.0,399 999 ,50.99,7845.0,https://www.otodom.pl/oferta/3-pokoje-swietna-lokalizacja-ID40X6D.html#589847d1fe,2019-06-25 13:55:45.290289,Kwietna,Kraków : Krowodrza Kwietna,"Łąka kwietna, Krowodrza, Kraków, województwo małopolskie, Polska",ulica,"(50.06252805, 19.914734199999998, 0.0)",50.06252805,19.914734199999998,0.0
3421,2 pokoje 53m2 Wola Duchacka,": Podgórze Duchackie, Wola Duchacka",2.0,370 000 ,53.08,6971.0,https://www.otodom.pl/oferta/2-pokoje-53m2-wola-duchacka-ID3Wzdm.html#589847d1fe,2019-06-25 13:55:45.291292,Duchacka,"Kraków : Podgórze Duchackie, Wola Duchacka Duchacka","Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
3442,Pachońskiego IV etap,: małopolskie,3.0,"321 471,36 ",45.56,7056.0,https://www.otodom.pl/oferta/pachonskiego-iv-etap-ID40V4J.html#009773087a,2019-06-25 13:55:46.861087,Pachońskiego,Kraków : małopolskie Pachońskiego,"Pachońskiego, Henryka Pachońskiego, Prądnik Biały, Kraków, województwo małopolskie, 31-223, Polska",ulica,"(50.0952985, 19.9315645, 0.0)",50.0952985,19.9315645,0.0
3443,Pachońskiego IV etap,: małopolskie,4.0,391 134 ,58.4,6698.0,https://www.otodom.pl/oferta/pachonskiego-iv-etap-ID40V4F.html#009773087a,2019-06-25 13:55:46.861087,Pachońskiego,Kraków : małopolskie Pachońskiego,"Pachońskiego, Henryka Pachońskiego, Prądnik Biały, Kraków, województwo małopolskie, 31-223, Polska",ulica,"(50.0952985, 19.9315645, 0.0)",50.0952985,19.9315645,0.0
3444,Pachońskiego IV etap,: małopolskie,4.0,"385 508,10 ",57.56,6698.0,https://www.otodom.pl/oferta/pachonskiego-iv-etap-ID40V4C.html#009773087a,2019-06-25 13:55:46.861589,Pachońskiego,Kraków : małopolskie Pachońskiego,"Pachońskiego, Henryka Pachońskiego, Prądnik Biały, Kraków, województwo małopolskie, 31-223, Polska",ulica,"(50.0952985, 19.9315645, 0.0)",50.0952985,19.9315645,0.0
3445,Pachońskiego IV etap,: małopolskie,3.0,"351 688,80 ",50.53,6960.0,https://www.otodom.pl/oferta/pachonskiego-iv-etap-ID40V4m.html#009773087a,2019-06-25 13:55:46.861589,Pachońskiego,Kraków : małopolskie Pachońskiego,"Pachońskiego, Henryka Pachońskiego, Prądnik Biały, Kraków, województwo małopolskie, 31-223, Polska",ulica,"(50.0952985, 19.9315645, 0.0)",50.0952985,19.9315645,0.0
3446,Pachońskiego IV etap,: małopolskie,3.0,"352 941,60 ",50.71,6960.0,https://www.otodom.pl/oferta/pachonskiego-iv-etap-ID40V4k.html#009773087a,2019-06-25 13:55:46.861589,Pachońskiego,Kraków : małopolskie Pachońskiego,"Pachońskiego, Henryka Pachońskiego, Prądnik Biały, Kraków, województwo małopolskie, 31-223, Polska",ulica,"(50.0952985, 19.9315645, 0.0)",50.0952985,19.9315645,0.0
3461,2 pokojowe  Bieżanów  Prokocim  Jana Xxiii,": Bieżanów-Prokocim, Bieżanów",2.0,395 000 ,52.0,7596.0,https://www.otodom.pl/oferta/2-pokojowe-biezanow-prokocim-jana-xxiii-ID40WHq.html#66c23bb831,2019-06-25 13:55:48.114989,Prokocimia,"Kraków : Bieżanów-Prokocim, Bieżanów Prokocimia","Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
3467,Krowodrza  2 pokoje  56 90 m2  3 piętro,": Krowodrza, Stara Krowodrza",2.0,450 000 ,56.9,7909.0,https://www.otodom.pl/oferta/krowodrza-2-pokoje-56-90-m2-3-pietro-ID3Zfgo.html#66c23bb831,2019-06-25 13:55:48.115491,Krowoderska,"Kraków : Krowodrza, Stara Krowodrza Krowoderska","Rogatka Krowoderska, 32, Władysława Łokietka, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-010, Polska",ulica,"(50.08095, 19.926405769071035, 0.0)",50.08095,19.926405769071035,0.0
3468,4 pokoje Prokocim Bieżanów 6800/m2,: Bieżanów-Prokocim,4.0,389 655 ,61.85,6300.0,https://www.otodom.pl/oferta/4-pokoje-prokocim-biezanow-6800-m2-ID40W1u.html#66c23bb831,2019-06-25 13:55:48.115992,Prokocimia,Kraków : Bieżanów-Prokocim Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
3470,Ruczaj   Obozowa  3 pokojowe z miejscem p oj.,": Dębniki, Ruczaj",3.0,434 000 ,58.0,7483.0,https://www.otodom.pl/oferta/ruczaj-ul-obozowa-3-pokojowe-z-miejscem-postoj-ID40UTz.html#66c23bb831,2019-06-25 13:55:48.115992,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
3471,Kraków   Nowa Huta     Kolorowe   50 ,: Nowa Huta,2.0,309 000 ,50.0,6180.0,https://www.otodom.pl/oferta/krakow-nowa-huta-os-kolorowe-50-m-ID40UTn.html#66c23bb831,2019-06-25 13:55:48.115992,Kolorowe,Kraków : Nowa Huta Kolorowe,"Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0742702, 20.0268877, 0.0)",50.0742702,20.0268877,0.0
3478,Mistrzejowice   duża loggia  ,: Mistrzejowice,2.0,310 000 ,47.0,6596.0,https://www.otodom.pl/oferta/mistrzejowice-duza-loggia-ID40UMP.html#66c23bb831,2019-06-25 13:55:48.116995,Mistrzejowicka,Kraków : Mistrzejowice Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska",ulica,"(50.094553, 20.0276976, 0.0)",50.094553,20.0276976,0.0
3481,CB3.44   Kobierzyńska 164,: Dębniki,3.0,387 295 ,53.42,7250.0,https://www.otodom.pl/oferta/cb3-44-kobierzynska-164-ID40Uzd.html#66c23bb831,2019-06-25 13:55:48.117496,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3482,CB3.43   Kobierzyńska 163,: Dębniki,3.0,366 560 ,50.56,7250.0,https://www.otodom.pl/oferta/cb3-43-kobierzynska-163-ID40Uzb.html#66c23bb831,2019-06-25 13:55:48.117496,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3483,CB3.42   Kobierzyńska 164,: Dębniki,3.0,345 975 ,46.13,7500.0,https://www.otodom.pl/oferta/cb3-42-kobierzynska-164-ID40Uz7.html#66c23bb831,2019-06-25 13:55:48.117496,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3490,CB2.41   Kobierzyńska 164,: Dębniki,3.0,384 624 ,53.42,7200.0,https://www.otodom.pl/oferta/cb2-41-kobierzynska-164-ID40Uyk.html#a3fe8467a8,2019-06-25 13:55:49.881793,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3491,CB2.40   Kobierzyńska 164,: Dębniki,3.0,364 032 ,50.56,7200.0,https://www.otodom.pl/oferta/cb2-40-kobierzynska-164-ID40UxR.html#a3fe8467a8,2019-06-25 13:55:49.881793,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3492,CB2.39   Kobierzyńska 164,: Dębniki,3.0,"343 668,50 ",46.13,7450.0,https://www.otodom.pl/oferta/cb2-39-kobierzynska-164-ID40UxI.html#a3fe8467a8,2019-06-25 13:55:49.881793,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3495,Ruczaj  Kobierzyńska  2 pokoje,": Dębniki, Ruczaj",2.0,384 999 ,46.16,8341.0,https://www.otodom.pl/oferta/ruczaj-kobierzynska-2-pokoje-ID40Uuy.html#a3fe8467a8,2019-06-25 13:55:49.882295,Ruczaj,"Kraków : Dębniki, Ruczaj Ruczaj","Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
3500,CB0.35   KObierzyńska 164,: Dębniki,3.0,373 940 ,53.42,7000.0,https://www.otodom.pl/oferta/cb0-35-kobierzynska-164-ID40UnG.html#a3fe8467a8,2019-06-25 13:55:49.882797,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3502,CA.3.31 lokal mieszkalny IIIp. Kobierzyńska 164,: Dębniki,2.0,"374 467,50 ",48.95,7650.0,https://www.otodom.pl/oferta/ca-3-31-lokal-mieszkalny-iiip-kobierzynska-164-ID40Ukl.html#a3fe8467a8,2019-06-25 13:55:49.883297,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3503,CA3.30 lokal mieszkalny  IIIp. Kobierzyńska 164,: Dębniki,3.0,354 501 ,46.34,7650.0,https://www.otodom.pl/oferta/ca3-30-lokal-mieszkalny-iiip-kobierzynska-164-ID40Uk9.html#a3fe8467a8,2019-06-25 13:55:49.883297,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3504,CA3.29 lokal mieszkalny  IIIp. Kobierzyńska 164,: Dębniki,3.0,373 108 ,50.42,7400.0,https://www.otodom.pl/oferta/ca3-29-lokal-mieszkalny-iiip-kobierzynska-164-ID40UjS.html#a3fe8467a8,2019-06-25 13:55:49.883799,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3506,CA3.28 lokal mieszkalny  IIIp. Kobierzyńska 164,: Dębniki,3.0,425 444 ,58.28,7300.0,https://www.otodom.pl/oferta/ca3-28-lokal-mieszkalny-iiip-kobierzynska-164-ID40UiU.html#a3fe8467a8,2019-06-25 13:55:49.883799,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3507,CA2.23 lokal mieszkalny  IIp  Kobierzyńska 164,: Dębniki,2.0,372 020 ,48.95,7600.0,https://www.otodom.pl/oferta/ca2-23-lokal-mieszkalny-iip-kobierzynska-164-ID40Ugp.html#a3fe8467a8,2019-06-25 13:55:49.883799,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3508,CA.2.22 lokal mieszkalny  IIp  Kobierzyńska 164,: Dębniki,2.0,352 184 ,46.34,7600.0,https://www.otodom.pl/oferta/ca-2-22-lokal-mieszkalny-iip-kobierzynska-164-ID40UfT.html#a3fe8467a8,2019-06-25 13:55:49.884300,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3510,CA2.21 lokal mieszkalny  IIp  Kobierzyńska 164,: Dębniki,3.0,370 587 ,50.42,7350.0,https://www.otodom.pl/oferta/ca2-21-lokal-mieszkalny-iip-kobierzynska-164-ID40Ufi.html#a3fe8467a8,2019-06-25 13:55:49.884300,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3528,2 pokojowe z oddzielną kuchnią Dobrego Pasterza,: Prądnik Czerwony,2.0,435 000 ,53.0,8208.0,https://www.otodom.pl/oferta/2-pokojowe-z-oddzielna-kuchnia-dobrego-pasterza-ID40DuU.html#332a7ef21f,2019-06-25 13:55:51.178789,Pasterza,Kraków : Prądnik Czerwony Pasterza,"Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska",ulica,"(50.08851445, 19.95839608107648, 0.0)",50.08851445,19.95839608107648,0.0
3533,2 pokoje   bna kuchnia. Dobrego Pasterza!,: Prądnik Czerwony,2.0,416 559 ,46.6,8939.0,https://www.otodom.pl/oferta/2-pokoje-osobna-kuchnia-dobrego-pasterza-ID40Tvz.html#332a7ef21f,2019-06-25 13:55:51.179291,Pasterza,Kraków : Prądnik Czerwony Pasterza,"Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska",ulica,"(50.08851445, 19.95839608107648, 0.0)",50.08851445,19.95839608107648,0.0
3535,2 pokoje! Osobna kuchnia  Dobrego Pasterza!,: Prądnik Czerwony,2.0,424 903 ,45.8,9277.0,https://www.otodom.pl/oferta/2-pokoje-osobna-kuchnia-dobrego-pasterza-ID40Tvv.html#332a7ef21f,2019-06-25 13:55:51.179291,Pasterza,Kraków : Prądnik Czerwony Pasterza,"Kościół pw. Pana Jezusa Dobrego Pasterza, 4, Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-416, Polska",ulica,"(50.08851445, 19.95839608107648, 0.0)",50.08851445,19.95839608107648,0.0
3536,Mieszkanie na Ruczaju 52 m2    Komuny Paryskiej,: Dębniki,3.0,370 000 ,51.61,7169.0,https://www.otodom.pl/oferta/mieszkanie-na-ruczaju-52-m2-ul-komuny-paryskiej-ID40Tvp.html#332a7ef21f,2019-06-25 13:55:51.179792,Ruczaj,Kraków : Dębniki Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
3543,Podgórze Duchackie  Wolności  2 Pokoje  51m2,: Podgórze Duchackie,2.0,349 000 ,51.0,6843.0,https://www.otodom.pl/oferta/podgorze-duchackie-wolnosci-2-pokoje-51m2-ID40T6B.html#332a7ef21f,2019-06-25 13:55:51.180293,Duchacka,Kraków : Podgórze Duchackie Duchacka,"Kraków Bonarka, Kładka pieszo-rowerowa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-416, Polska",ulica,"(50.0293189, 19.9462275, 0.0)",50.0293189,19.9462275,0.0
3564,Enklawa Łokietka B1.2,: Prądnik Biały,3.0,400 617 ,63.59,6300.0,https://www.otodom.pl/oferta/enklawa-lokietka-b1-2-ID3Z8E0.html#fc57be0f99,2019-06-25 13:55:52.567468,Łokietka,Kraków : Prądnik Biały Łokietka,"Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska",ulica,"(50.085377, 19.9235123, 0.0)",50.085377,19.9235123,0.0
3565,BA3.29 lokal mieszkalny  IIIp  Kobierzyńska 164,: Dębniki,4.0,440 712 ,61.21,7200.0,https://www.otodom.pl/oferta/ba3-29-lokal-mieszkalny-iiip-kobierzynska-164-ID40SRO.html#fc57be0f99,2019-06-25 13:55:52.567468,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3566,BA2.23 lokal mieszkalny  IIp  Kobierzyńska 164,: Dębniki,2.0,371 792 ,48.92,7600.0,https://www.otodom.pl/oferta/ba2-23-lokal-mieszkalny-iip-kobierzynska-164-ID40SQX.html#fc57be0f99,2019-06-25 13:55:52.567468,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3567,BA2.22 lokal mieszkalny  IIp  Kobierzyńska 164,: Dębniki,2.0,351 804 ,46.29,7600.0,https://www.otodom.pl/oferta/ba2-22-lokal-mieszkalny-iip-kobierzynska-164-ID40SQT.html#fc57be0f99,2019-06-25 13:55:52.567468,Kobierzyńska,Kraków : Dębniki Kobierzyńska,"Kobierzyńska, Zakrzówek, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",ulica,"(50.0322925, 19.9211953, 0.0)",50.0322925,19.9211953,0.0
3580,Przestronne 3 pokojowe  59 5 m2 na   Na Stoku,: Wzgórza Krzesławickie,3.0,290 000 ,59.5,4874.0,https://www.otodom.pl/oferta/przestronne-3-pokojowe-59-5-m2-na-os-na-stoku-ID40Sd6.html#17947e1bf4,2019-06-25 13:55:53.740317,Stoku,Kraków : Wzgórza Krzesławickie Stoku,"Osiedle Na Stoku, Wzgórza Krzesławickie, Kraków, województwo małopolskie, Polska",ulica,"(50.0961111, 20.0561111, 0.0)",50.0961111,20.0561111,0.0
3588,3 Pokoje Po Generalnym Remoncie Brak Gazu Internet,: Nowa Huta,2.0,375 000 ,48.0,7813.0,https://www.otodom.pl/oferta/3-pokoje-po-generalnym-remoncie-brak-gazu-internet-ID40RZB.html#17947e1bf4,2019-06-25 13:55:53.741320,Pokoju,Kraków : Nowa Huta Pokoju,"Aleja Pokoju, Nowa Huta, Kraków, województwo małopolskie, 31-982, Polska",ulica,"(50.0728559, 20.0175579, 0.0)",50.0728559,20.0175579,0.0
3594,3 pok z Pełną Infrastrukturą dla Rodziny!,: Mistrzejowice,3.0,343 000 ,52.0,6596.0,https://www.otodom.pl/oferta/3-pok-z-pelna-infrastruktura-dla-rodziny-ID40RBn.html#17947e1bf4,2019-06-25 13:55:53.742322,Rodziny,Kraków : Mistrzejowice Rodziny,"Świętej Rodziny, Osiedle Kalinowe, Bieńczyce, Kraków, województwo małopolskie, 31-812, Polska",ulica,"(50.0904752, 20.0143049, 0.0)",50.0904752,20.0143049,0.0
3595,3pok na Nowym Osiedlu! Mieszkaj Bezpiecznie!,: Mistrzejowice,3.0,325 000 ,48.0,6771.0,https://www.otodom.pl/oferta/3pok-na-nowym-osiedlu-mieszkaj-bezpiecznie-ID40RBk.html#17947e1bf4,2019-06-25 13:55:53.742322,Nowy,Kraków : Mistrzejowice Nowy,"Mistrzejowice, Kraków, województwo małopolskie, Polska",ulica,"(50.09742625, 20.00960263225891, 0.0)",50.09742625,20.00960263225891,0.0
