,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,ulica,lokator_ulica_dzielnica,geo_location,rodzaj,point,latitude,longitude,altitude
1,Apartament u stóp Wawelu,: Stare Miasto,2.0,745 000 ,52.5,14190.0,https://www.otodom.pl/oferta/apartament-u-stop-wawelu-ID3Wbnu.html#89e33f6554,2019-03-07 15:26:00.407141,Wawelu,Kraków : Stare Miasto Wawelu,"Bazylika archikatedralna pw. Świętych Stanisława i Wacława, 1, Zamek Królewski na Wawelu, Stare Miasto, Kraków, województwo małopolskie, 31-001, Polska",ulica,"(50.05465045, 19.935455391368265, 0.0)",50.05465045,19.935455391368265,0.0
7,Do remontu w niskiej zabudowie + ogródek!,: Stare Dębniki,2.0,286 000 ,35.6,8034.0,https://www.otodom.pl/oferta/do-remontu-w-niskiej-zabudowie-ogrodek-ID3WZOQ.html#89e33f6554,2019-03-07 15:26:00.408144,budowie,Kraków : Stare Dębniki budowie,"Cmentarz komunalny w budowie, Dębniki, Kraków, województwo małopolskie, Polska",ulica,"(50.0000448, 19.842410046602595, 0.0)",50.0000448,19.842410046602595,0.0
10,3pok.najbardziej pożądany układ  Łąki Nowohuckie!,: Czyżyny,3.0,352 950 ,54.3,6500.0,https://www.otodom.pl/oferta/3pok-najbardziej-pozadany-uklad-laki-nowohuckie-ID3WZNm.html#89e33f6554,2019-03-07 15:26:00.408144,Nowohucka,Kraków : Czyżyny Nowohucka,"Nowohucka, Czyżyny, Kraków, województwo małopolskie, 31-580, Polska",ulica,"(50.0729599, 20.0043805, 0.0)",50.0729599,20.0043805,0.0
23,3 pokoje wysoki standard Ugorek,: Ugorek,3.0,429 700 ,48.7,8823.0,https://www.otodom.pl/oferta/3-pokoje-wysoki-standard-ugorek-ID3WZoQ.html#89e33f6554,2019-03-07 15:26:00.410149,Ugorek,Kraków : Ugorek Ugorek,"Ugorek, Prądnik Czerwony, Kraków, województwo małopolskie, 31-457, Polska",ulica,"(50.0761099, 19.9820437, 0.0)",50.0761099,19.9820437,0.0
26,Sprzedam 2 apartamenty na Topolowej pod inwestycje,: Stare Miasto,3.0,790 000 ,78.5,10064.0,https://www.otodom.pl/oferta/sprzedam-2-apartamenty-na-topolowej-pod-inwestycje-ID3WZfy.html#89e33f6554,2019-03-07 15:26:00.410149,Topolowa,Kraków : Stare Miasto Topolowa,"Topolowa, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-508, Polska",ulica,"(50.0672614, 19.9504819, 0.0)",50.0672614,19.9504819,0.0
28,2 pokojowe z Ogródkiem  43m2  Wola Justowska,: Bronowice,2.0,416 000 ,43.0,9674.0,https://www.otodom.pl/oferta/2-pokojowe-z-ogrodkiem-43m2-wola-justowska-ID3WZ5V.html#89e33f6554,2019-03-07 15:26:00.410149,Justowska,Kraków : Bronowice Justowska,"Justowska, Osiedle Widok Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-138, Polska",ulica,"(50.0754855, 19.8840381, 0.0)",50.0754855,19.8840381,0.0
29,Pl. Bohaterów Getta  2 pokoje !!!,: Stare Podgórze,2.0,475 000 ,43.3,10970.0,https://www.otodom.pl/oferta/pl-bohaterow-getta-2-pokoje-ID3WZ4s.html#89e33f6554,2019-03-07 15:26:00.410149,Getta,Kraków : Stare Podgórze Getta,"Plac Bohaterów Getta, Podgórze, Kraków, województwo małopolskie, Polska",ulica,"(50.0467232, 19.95438111538139, 0.0)",50.0467232,19.95438111538139,0.0
34,Bezpośrednio   Kawalerka  Strusia 25m2,: Nowa Huta,1.0,228 000 ,25.0,9120.0,https://www.otodom.pl/oferta/bezposrednio-kawalerka-os-strusia-25m2-ID3WYIY.html#3f7ebb237a,2019-03-07 15:26:01.294507,Struga,Kraków : Nowa Huta Struga,"Struga, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0747532, 20.047561079283497, 0.0)",50.0747532,20.047561079283497,0.0
47,2 pokojowe z Ogródkiem  Gotowe VI 2019  Żabiniec,: Żabiniec,2.0,385 000 ,56.5,6814.0,https://www.otodom.pl/oferta/2-pokojowe-z-ogrodkiem-gotowe-vi-2019-zabiniec-ID3WYQ4.html#3f7ebb237a,2019-03-07 15:26:01.295509,Żabiniec,Kraków : Żabiniec Żabiniec,"Żabiniec, Osiedle Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-215, Polska",ulica,"(50.0821999, 19.9463442, 0.0)",50.0821999,19.9463442,0.0
57,Kapelanka 6a   high standard   parking place!,: Dębniki,2.0,545 000 ,49.8,10944.0,https://www.otodom.pl/oferta/kapelanka-6a-high-standard-parking-place-ID3WYuc.html#3f7ebb237a,2019-03-07 15:26:01.296512,Kapelanka,Kraków : Dębniki Kapelanka,"Kapelanka, Osiedle Podwawelskie, Dębniki, Kraków, województwo małopolskie, 30-346, Polska",ulica,"(50.0434871, 19.9227043, 0.0)",50.0434871,19.9227043,0.0
58,2 pok. gotowe do zamieszkania! Bieńczyce Okazja,: Bieńczyce,2.0,265 000 ,37.0,7162.0,https://www.otodom.pl/oferta/2-pok-gotowe-do-zamieszkania-bienczyce-okazja-ID3WYrC.html#3f7ebb237a,2019-03-07 15:26:01.296512,Bieńczyckie,Kraków : Bieńczyce Bieńczyckie,"Planty Bieńczyckie, Bieńczyce, Kraków, województwo małopolskie, 31-845, Polska",ulica,"(50.08937935, 20.011360169078962, 0.0)",50.08937935,20.011360169078962,0.0
59,Prokocim  3 pokoje,: Bieżanów-Prokocim,3.0,315 000 ,51.2,6152.0,https://www.otodom.pl/oferta/prokocim-3-pokoje-ID3WYmU.html#3f7ebb237a,2019-03-07 15:26:01.297515,Prokocimia,Kraków : Bieżanów-Prokocim Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
65,2 pokoje 37m2  Na Lotnisku.,: Górka Narodowa,2.0,265 000 ,36.35,7290.0,https://www.otodom.pl/oferta/2-pokoje-37m2-os-na-lotnisku-ID3WVza.html#85fbb29208,2019-03-07 15:26:02.253062,Lotnisko,Kraków : Górka Narodowa Lotnisko,"Lądowisko Rakowice-Czyżyny, Stefana Jurczaka, Czyżyny, Kraków, województwo małopolskie, 31-634, Polska",ulica,"(50.0846957, 19.9886787, 0.0)",50.0846957,19.9886787,0.0
66,Piękne Mieszkanie Niedawno Wyremontowane Pod Najem,: Nowa Huta,2.0,266 000 ,37.0,7189.0,https://www.otodom.pl/oferta/piekne-mieszkanie-niedawno-wyremontowane-pod-najem-ID3WVk4.html#85fbb29208,2019-03-07 15:26:02.253062,Gajem,Kraków : Nowa Huta Gajem,"Pod Gajem, Wróżenice, Nowa Huta, Kraków, województwo małopolskie, 31-999, Polska",ulica,"(50.1138325, 20.189733, 0.0)",50.1138325,20.189733,0.0
71,Mieszkanie w centrum Krakowa 69m2  3 pokoje,: Grzegórzki,3.0,600 000 ,69.0,8696.0,https://www.otodom.pl/oferta/mieszkanie-w-centrum-krakowa-69m2-3-pokoje-ID3WY68.html#85fbb29208,2019-03-07 15:26:02.254066,Krakowa,Kraków : Grzegórzki Krakowa,"Fabryka Emalia Oskara Schindlera, 4, Lipowa, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-702, Polska",ulica,"(50.047454849999994, 19.961710662081337, 0.0)",50.047454849999994,19.961710662081337,0.0
74,Krowodrza 3 pok. mieszkanie w super lokalizacji !,: Krowodrza,3.0,436 000 ,59.0,7390.0,https://www.otodom.pl/oferta/krowodrza-3-pok-mieszkanie-w-super-lokalizacji-ID3WY60.html#85fbb29208,2019-03-07 15:26:02.254066,Krowoderska,Kraków : Krowodrza Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
76,Dom w cenie mieszkania! ok.   Łokietka,: małopolskie,3.0,384 960 ,64.0,6015.0,https://www.otodom.pl/oferta/dom-w-cenie-mieszkania-ok-ul-lokietka-ID3WY5K.html#85fbb29208,2019-03-07 15:26:02.254066,Łokietka,Kraków : małopolskie Łokietka,"Łokietka, Władysława Łokietka, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-279, Polska",ulica,"(50.085377, 19.9235123, 0.0)",50.085377,19.9235123,0.0
88,Obozowa  38m2  2 Pokoje  Balkon,: Borek Fałęcki,2.0,299 000 ,38.0,7868.0,https://www.otodom.pl/oferta/obozowa-38m2-2-pokoje-balkon-ID3WXEU.html#85fbb29208,2019-03-07 15:26:02.255068,Obozowa,Kraków : Borek Fałęcki Obozowa,"Obozowa, Osiedle Polana Żywiecka, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, 30-427, Polska",ulica,"(50.0119784, 19.9084164, 0.0)",50.0119784,19.9084164,0.0
99,2 pok. mieszkanie 33 mkw  Mistrzejowice,: Mistrzejowice,2.0,234 430 ,33.49,7000.0,https://www.otodom.pl/oferta/2-pok-mieszkanie-33-mkw-mistrzejowice-ID3WXlV.html#d245b9f81f,2019-03-07 15:26:03.120374,Mistrzejowicka,Kraków : Mistrzejowice Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska",ulica,"(50.094553, 20.0276976, 0.0)",50.094553,20.0276976,0.0
104,Dla Inwestora | Kazimierz | ROI 12 % | 135 m2,: Kazimierz,6.0,2 161 440 ,135.09,16000.0,https://www.otodom.pl/oferta/dla-inwestora-kazimierz-roi-12-135-m2-ID3WXfm.html#d245b9f81f,2019-03-07 15:26:03.121377,Kazimierza,Kraków : Kazimierz Kazimierza,"Kazimierza Brodzińskiego, Podgórze, Kraków, województwo małopolskie, 30-506, Polska",ulica,"(50.0461323, 19.9487447, 0.0)",50.0461323,19.9487447,0.0
105,Mieszkanie 3 pok. Prokocim  Bieżanów,: Bieżanów-Prokocim,3.0,480 000 ,63.0,7619.0,https://www.otodom.pl/oferta/mieszkanie-3-pok-prokocim-biezanow-ID3WXcM.html#d245b9f81f,2019-03-07 15:26:03.121377,Prokocimia,Kraków : Bieżanów-Prokocim Prokocimia,"Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0226748, 19.9921741, 0.0)",50.0226748,19.9921741,0.0
113,2 pokojowe mieszkanie Wrocławska  Kraków,: Krowodrza,2.0,515 000 ,49.0,10510.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-wroclawska-krakow-ID3WVCM.html#d245b9f81f,2019-03-07 15:26:03.122380,Wrocławska,Kraków : Krowodrza Wrocławska,"Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska",ulica,"(50.0764315, 19.9281731, 0.0)",50.0764315,19.9281731,0.0
114,4 pokoje na Dauna do remontu,: Wola Duchacka,4.0,440 000 ,79.0,5570.0,https://www.otodom.pl/oferta/4-pokoje-na-dauna-do-remontu-ID3WVCI.html#d245b9f81f,2019-03-07 15:26:03.122380,Dauna,Kraków : Wola Duchacka Dauna,"Alfreda Dauna, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-683, Polska",ulica,"(50.0247267, 19.973152, 0.0)",50.0247267,19.973152,0.0
115,3 pokojowe piękne mieszkanie Podgórze Duchackie,: Kurdwanów,3.0,340 000 ,62.0,5484.0,https://www.otodom.pl/oferta/3-pokojowe-piekne-mieszkanie-podgorze-duchackie-ID3WVCA.html#d245b9f81f,2019-03-07 15:26:03.122380,Duchacka,Kraków : Kurdwanów Duchacka,"Filia Urzędu Pocztowego Kraków 47, 7, Wincentego Witosa, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-619, Polska",ulica,"(50.0113304, 19.9629546, 0.0)",50.0113304,19.9629546,0.0
116,3 pokojowe mieszkanie dla Ciebie Teligi  Bieżanów,: Bieżanów,3.0,349 000 ,51.2,6816.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-dla-ciebie-teligi-biezanow-ID3WVCE.html#d245b9f81f,2019-03-07 15:26:03.122380,Teligi,Kraków : Bieżanów Teligi,"Teligi, Nowy Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",ulica,"(50.0165281, 20.006306249999977, 0.0)",50.0165281,20.006306249999977,0.0
132,2mieszkania na Kalwaryjskiej w cenie 1,: Stare Podgórze,3.0,640 000 ,75.35,8494.0,https://www.otodom.pl/oferta/2mieszkania-na-kalwaryjskiej-w-cenie-1-ID3WVvI.html#2586a7ec49,2019-03-07 15:26:04.045844,Kalwaryjska,Kraków : Stare Podgórze Kalwaryjska,"Kalwaryjska, Podgórze, Kraków, województwo małopolskie, 30-506, Polska",ulica,"(50.0443141, 19.9480456, 0.0)",50.0443141,19.9480456,0.0
133,Mieszkanie 1 pok   gotowe! Bronowice,: Bronowice Małe,1.0,213 000 ,27.0,7889.0,https://www.otodom.pl/oferta/mieszkanie-1-pok-gotowe-bronowice-ID3WVuU.html#2586a7ec49,2019-03-07 15:26:04.045844,Bronowicka,Kraków : Bronowice Małe Bronowicka,"Bronowicka, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 30-139, Polska",ulica,"(50.0816928, 19.8902943, 0.0)",50.0816928,19.8902943,0.0
137,Okazja!4 pokoje 60 65m2 ok.  Piastowskiej,: małopolskie,4.0,489 000 ,60.65,8063.0,https://www.otodom.pl/oferta/okazja-4-pokoje-60-65m2-ok-ul-piastowskiej-ID3WVpm.html#2586a7ec49,2019-03-07 15:26:04.046845,Piastowska,Kraków : małopolskie Piastowska,"Piastowska, Miasteczko Studenckie AGH, Krowodrza, Kraków, województwo małopolskie, 30-067, Polska",ulica,"(50.0682352, 19.9032659, 0.0)",50.0682352,19.9032659,0.0
138,Okazja!4 pokoje 80m2   Fatimska Kraków,: Bieńczyce,4.0,379 000 ,79.7,4755.0,https://www.otodom.pl/oferta/okazja-4-pokoje-80m2-ul-fatimska-krakow-ID3WVo4.html#2586a7ec49,2019-03-07 15:26:04.046845,Fatimska,Kraków : Bieńczyce Fatimska,"Fatimska, Bieńczyce, Kraków, województwo małopolskie, 31-831, Polska",ulica,"(50.0876121, 20.0298418, 0.0)",50.0876121,20.0298418,0.0
140,2pok+Balkon przy Parku! Duża Sypialnia  Sprawdź,: małopolskie,2.0,229 000 ,38.0,6026.0,https://www.otodom.pl/oferta/2pok-balkon-przy-parku-duza-sypialnia-sprawdz-ID3WVm8.html#2586a7ec49,2019-03-07 15:26:04.047848,Szpitalna,Kraków : małopolskie Szpitalna,"Szpitalna, Stare Miasto, Kraków, województwo małopolskie, 31-024, Polska",ulica,"(50.0624808, 19.941007, 0.0)",50.0624808,19.941007,0.0
146,Okazja  3 pokoje  Żabiniec,: Żabiniec,3.0,419 000 ,59.0,7102.0,https://www.otodom.pl/oferta/okazja-3-pokoje-zabiniec-ID3WV9O.html#2586a7ec49,2019-03-07 15:26:04.048852,Żabiniec,Kraków : Żabiniec Żabiniec,"Żabiniec, Osiedle Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-215, Polska",ulica,"(50.0821999, 19.9463442, 0.0)",50.0821999,19.9463442,0.0
160,2pok na Nowym Osiedlu z Pełną Infrastrukturą!,: małopolskie,2.0,208 000 ,34.12,6096.0,https://www.otodom.pl/oferta/2pok-na-nowym-osiedlu-z-pelna-infrastruktura-ID3WV7G.html#d5a755bd0e,2019-03-07 15:26:05.065561,Nowy,Kraków : małopolskie Nowy,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.997153435836697, 0.0)",50.0469432,19.997153435836697,0.0
166,Zabłocie 3 Pokoje! Wykończone!,: Grzegórzki,3.0,660 000 ,69.91,9441.0,https://www.otodom.pl/oferta/zablocie-3-pokoje-wykonczone-ID3WV48.html#d5a755bd0e,2019-03-07 15:26:05.066563,Zabłocie,Kraków : Grzegórzki Zabłocie,"Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-701, Polska",ulica,"(50.04984125, 19.961453990386204, 0.0)",50.04984125,19.961453990386204,0.0
167,Sprzedam dwupokojowe mieszkanie  Bajeczna,: Grzegórzki,2.0,448 000 ,46.0,9739.0,https://www.otodom.pl/oferta/sprzedam-dwupokojowe-mieszkanie-bajeczna-ID3WV1m.html#d5a755bd0e,2019-03-07 15:26:05.066563,Bajeczna,Kraków : Grzegórzki Bajeczna,"Bajeczna, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-567, Polska",ulica,"(50.0574115, 19.9766744, 0.0)",50.0574115,19.9766744,0.0
170,Kawalerki na Nowym Osiedlu dla Inwestora! Sprawdź!,: małopolskie,1.0,176 000 ,27.0,6519.0,https://www.otodom.pl/oferta/kawalerki-na-nowym-osiedlu-dla-inwestora-sprawdz-ID3WWXy.html#d5a755bd0e,2019-03-07 15:26:05.066563,Nowy,Kraków : małopolskie Nowy,"Kraków, województwo małopolskie, Polska",ulica,"(50.0469432, 19.997153435836697, 0.0)",50.0469432,19.997153435836697,0.0
172,Prądnik Czerwony  Strzelców   47m2 0% Prowizji,: Prądnik Czerwony,2.0,319 000 ,47.0,6787.0,https://www.otodom.pl/oferta/pradnik-czerwony-ul-strzelcow-47m2-0-prowizji-ID3WWWa.html#d5a755bd0e,2019-03-07 15:26:05.066563,Czerwona,Kraków : Prądnik Czerwony Czerwona,"Czerwona, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-424, Polska",ulica,"(50.0849372, 19.9554073, 0.0)",50.0849372,19.9554073,0.0
175,Ok. Wrocławska  deweloperskie  19 01m2  1 pokój !!,: Krowodrza,1.0,190 100 ,19.01,10000.0,https://www.otodom.pl/oferta/ok-wroclawska-deweloperskie-19-01m2-1-pokoj-ID3WWRm.html#d5a755bd0e,2019-03-07 15:26:05.067566,Wrocławska,Kraków : Krowodrza Wrocławska,"Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska",ulica,"(50.0764315, 19.9281731, 0.0)",50.0764315,19.9281731,0.0
177,Kleparz  Ok. Wrocławska 36m2  2pok  II piętro  d,: Krowodrza,2.0,320 000 ,36.04,8879.0,https://www.otodom.pl/oferta/kleparz-ok-wroclawska-36m2-2pok-ii-pietro-d-ID3WWMA.html#d5a755bd0e,2019-03-07 15:26:05.067566,Wrocławska,Kraków : Krowodrza Wrocławska,"Wrocławska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-006, Polska",ulica,"(50.0764315, 19.9281731, 0.0)",50.0764315,19.9281731,0.0
178,Białoprądnicka | Stan deweloperski | 3 pokoje,: Prądnik Biały,3.0,428 000 ,63.0,6794.0,https://www.otodom.pl/oferta/bialopradnicka-stan-deweloperski-3-pokoje-ID3WWIg.html#d5a755bd0e,2019-03-07 15:26:05.067566,Białoprądnicka,Kraków : Prądnik Biały Białoprądnicka,"Białoprądnicka, Prądnik Biały, Kraków, województwo małopolskie, 31-233, Polska",ulica,"(50.0966502, 19.9331089, 0.0)",50.0966502,19.9331089,0.0
188,2 Pokoje! Okazja! Inwestycyjnie!,: Czyżyny,2.0,230 000 ,35.5,6479.0,https://www.otodom.pl/oferta/2-pokoje-okazja-inwestycyjnie-ID3WWEM.html#0c43dd2d44,2019-03-07 15:26:05.951924,Pokoju,Kraków : Czyżyny Pokoju,"Aleja Pokoju, Czyżyny, Kraków, województwo małopolskie, 31-580, Polska",ulica,"(50.067152, 20.0036961, 0.0)",50.067152,20.0036961,0.0
194,3 pokojowe na Krakowskim Kazimierzu,: Kazimierz,3.0,990 000 ,78.78,12567.0,https://www.otodom.pl/oferta/3-pokojowe-na-krakowskim-kazimierzu-ID3WWmg.html#0c43dd2d44,2019-03-07 15:26:05.952927,Krakowskich,Kraków : Kazimierz Krakowskich,"Kwatera powstańców krakowskich z 1846 roku, Aleja Powstańców Śląskich, Podgórze, Kraków, województwo małopolskie, 30-546, Polska",ulica,"(50.042218, 19.959666, 0.0)",50.042218,19.959666,0.0
195,3 pokojowe o fajnym układzie    Komuny Paryskiej,: Kliny-Zacisze,3.0,480 000 ,60.43,7943.0,https://www.otodom.pl/oferta/3-pokojowe-o-fajnym-ukladzie-ul-komuny-paryskiej-ID3WWlV.html#0c43dd2d44,2019-03-07 15:26:05.952927,Paryskiej,Kraków : Kliny-Zacisze Paryskiej,"Komuny Paryskiej, Kobierzyn, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",ulica,"(49.9989124, 19.8947491, 0.0)",49.9989124,19.8947491,0.0
205,Krowodrza   kawalerka   w pięknej kamienicy,: Krowodrza,1.0,289 000 ,22.16,13042.0,https://www.otodom.pl/oferta/krowodrza-kawalerka-w-pieknej-kamienicy-ID3T6KU.html#4b28cb7416,2019-03-07 15:26:07.035813,Krowoderska,Kraków : Krowodrza Krowoderska,"Krowoderska, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 32-158, Polska",ulica,"(50.0723986, 19.9317322, 0.0)",50.0723986,19.9317322,0.0
206,Ekskluzywne mieszkanie przy Aleji Kijowskiej 59m2,: Krowodrza,3.0,580 000 ,58.8,9864.0,https://www.otodom.pl/oferta/ekskluzywne-mieszkanie-przy-aleji-kijowskiej-59m2-ID3W6zm.html#4b28cb7416,2019-03-07 15:26:07.035813,Kijowska,Kraków : Krowodrza Kijowska,"Aleja Kijowska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-831, Polska",ulica,"(50.0729803, 19.9155593, 0.0)",50.0729803,19.9155593,0.0
208,Apartamenty Dworska  Gotowe mieszkanie! Promocja!,: małopolskie,3.0,515 510 ,65.6,7858.0,https://www.otodom.pl/oferta/apartamenty-dworska-gotowe-mieszkanie-promocja-ID3B82A.html#4b28cb7416,2019-03-07 15:26:07.035813,Dworna,Kraków : małopolskie Dworna,"Dworna, Bielany, Zwierzyniec, Kraków, województwo małopolskie, 30-244, Polska",ulica,"(50.0428647, 19.822698, 0.0)",50.0428647,19.822698,0.0
222,Mieszkanie 28.6 m2  Cichy Kącik  AGH  Błonia,: Cichy Kącik,1.0,275 000 ,28.6,9615.0,https://www.otodom.pl/oferta/mieszkanie-28-6-m2-cichy-kacik-agh-blonia-ID3QWqk.html#4b28cb7416,2019-03-07 15:26:07.037819,Cicha,Kraków : Cichy Kącik Cicha,"Cicha, Bronowice, Kraków, województwo małopolskie, 30-129, Polska",ulica,"(50.0741518, 19.899188, 0.0)",50.0741518,19.899188,0.0
232,Trzypokojowe z 2 balkonami   Bronowice.,: Bronowice,2.0,478 000 ,54.88,8710.0,https://www.otodom.pl/oferta/trzypokojowe-z-2-balkonami-bronowice-ID3UT5u.html#4b28cb7416,2019-03-07 15:26:07.039824,Bronowicka,Kraków : Bronowice Bronowicka,"Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",ulica,"(50.079245, 19.8970729, 0.0)",50.079245,19.8970729,0.0
233,GOTOWE 4 pok mieszkanie z ogrodem. SUPER CENA !,: małopolskie,4.0,369 000 ,80.0,4613.0,https://www.otodom.pl/oferta/gotowe-4-pok-mieszkanie-z-ogrodem-super-cena-ID3WdR2.html#4b28cb7416,2019-03-07 15:26:08.098647,Ogrodem,Kraków : małopolskie Ogrodem,"Za Ogrodem, Wadów, Wzgórza Krzesławickie, Kraków, województwo małopolskie, 31-990, Polska",ulica,"(50.0986422, 20.1175645, 0.0)",50.0986422,20.1175645,0.0
244,Starowiślna  studio  pod najem krótkoterminowy,: Stare Miasto,1.0,408 000 ,28.42,14356.0,https://www.otodom.pl/oferta/starowislna-studio-pod-najem-krotkoterminowy-ID3V3aA.html#89e33f6554,2019-03-08 11:46:14.298839,Starowiślna,Kraków : Stare Miasto Starowiślna,"Starowiślna, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-037, Polska",ulica,"(50.0527084, 19.949249, 0.0)",50.0527084,19.949249,0.0
248,2 Pokoje  Dąbie Super Komunikacja!,: Grzegórzki,2.0,386 000 ,38.61,9997.0,https://www.otodom.pl/oferta/2-pokoje-dabie-super-komunikacja-ID3V36o.html#89e33f6554,2019-03-08 11:46:14.298839,Pokoju,Kraków : Grzegórzki Pokoju,"Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-564, Polska",ulica,"(50.0620982, 19.9822147, 0.0)",50.0620982,19.9822147,0.0
252,Kawalerka 25 m2 Osiedle Strusia,: Bieńczyce,2.0,229 000 ,25.0,9160.0,https://www.otodom.pl/oferta/kawalerka-25-m2-osiedle-strusia-ID3V32o.html#89e33f6554,2019-03-08 11:46:14.298839,Osiedle,Kraków : Bieńczyce Osiedle,"Bieńczyce, Kraków, województwo małopolskie, 31-831, Polska",ulica,"(50.0866667, 20.0319444, 0.0)",50.0866667,20.0319444,0.0
256,Okazja!3 pokoje  R. Matecznego  Bez PCC i prowizji,: Podgórze,3.0,359 000 ,45.0,7978.0,https://www.otodom.pl/oferta/okazja-3-pokoje-r-matecznego-bez-pcc-i-prowizji-ID3V316.html#89e33f6554,2019-03-08 11:46:14.298839,Matecznego,Kraków : Podgórze Matecznego,"Rondo Antoniego Matecznego, Mateczny, Podgórze, Kraków, województwo małopolskie, 30-524, Polska",ulica,"(50.0367797, 19.9405272, 0.0)",50.0367797,19.9405272,0.0
260,3 pokoje Kraków Mistrzejowice,: Mistrzejowice,3.0,439 000 ,56.4,7784.0,https://www.otodom.pl/oferta/3-pokoje-krakow-mistrzejowice-ID3V2hq.html#89e33f6554,2019-03-08 11:46:14.298839,Mistrzejowicka,Kraków : Mistrzejowice Mistrzejowicka,"Mistrzejowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-638, Polska",ulica,"(50.094553, 20.0276976, 0.0)",50.094553,20.0276976,0.0
264,3 pok.|  Poznańska/ Krowodrza | Wysoki standard,: Krowodrza,3.0,620 000 ,56.0,11071.0,https://www.otodom.pl/oferta/3-pok-ul-poznanska-krowodrza-wysoki-standard-ID3V02Y.html#3f7ebb237a,2019-03-08 11:46:15.196273,Poznańska,Kraków : Krowodrza Poznańska,"Poznańska, Stara Krowodrza, Krowodrza, Kraków, województwo małopolskie, 30-011, Polska",ulica,"(50.0778637, 19.9248844, 0.0)",50.0778637,19.9248844,0.0
266,2 Pokojowe Mieszkanie Ul. Pilotów / Olsza,: Prądnik Czerwony,2.0,315 000 ,32.19,9786.0,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-ul-pilotow-olsza-ID3V2fa.html#3f7ebb237a,2019-03-08 11:46:15.196273,Pilotów,Kraków : Prądnik Czerwony Pilotów,"Pilotów, Olsza II, Prądnik Czerwony, Kraków, województwo małopolskie, 31-465, Polska",ulica,"(50.0810336, 19.973773, 0.0)",50.0810336,19.973773,0.0
274,3 pokojowe mieszkanie na Os. Strusia   okazja,: Nowa Huta,3.0,329 000 ,46.0,7152.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-os-strusia-okazja-ID3V1Yc.html#3f7ebb237a,2019-03-08 11:46:15.196273,Struga,Kraków : Nowa Huta Struga,"Struga, Osiedle Na Skarpie, Nowa Huta, Kraków, województwo małopolskie, Polska",ulica,"(50.0747532, 20.047561079283497, 0.0)",50.0747532,20.047561079283497,0.0
280,3 niezależne pokoje   Ruczaj   Jahody,: Ruczaj,3.0,420 000 ,60.0,7000.0,https://www.otodom.pl/oferta/3-niezalezne-pokoje-ruczaj-jahody-ID3V1TK.html#3f7ebb237a,2019-03-08 11:46:15.196273,Ruczaj,Kraków : Ruczaj Ruczaj,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska",ulica,"(50.0259495, 19.9198508, 0.0)",50.0259495,19.9198508,0.0
